29,7,3,29,23,2,4,25,24,1,14,36,34,68.26666667,,,,,,
30,7,3,30,26,2,8,25,24,1,13,21,34,68.26666667,,,,,,
31,7,6,27,23,2,8,25,28,16,13,36,34,68.83333333,,,,,,
32,7,6,29,26,2,4,25,28,1,13,36,33,68.86666667,,,,,,
33,7,6,30,37,2,4,25,24,16,13,36,34,69.56666667,,,,,,
34,7,17,27,23,2,4,25,28,1,13,21,34,67.96666667,,,,,,
35,7,17,29,37,2,8,25,28,16,13,21,33,68.7,,,,,,
36,7,17,30,23,2,8,25,24,16,14,21,33,68.96666667,,,,,,
37,9,3,27,37,2,4,25,24,16,14,36,33,69.83333333,,,,,,
38,9,3,29,26,2,8,25,28,1,14,21,34,67.7,,,,,,
39,9,3,30,23,2,4,25,28,16,13,21,34,69.26666667,,,,,,
40,9,6,27,26,2,8,25,24,1,14,21,33,68.1,,,,,,
41,9,6,29,37,2,4,25,28,16,14,21,34,68.93333333,,,,,,
42,9,6,30,26,2,4,25,28,1,13,36,33,69,,,,,,
43,9,17,27,23,2,8,25,24,16,13,21,34,69.4,,,,,,
44,9,17,29,23,2,4,25,24,1,13,36,33,68.63333333,,,,,,
45,9,17,30,37,2,4,25,28,1,14,36,34,68.63333333,,,,,,
46,10,3,27,23,2,8,25,28,1,14,36,33,68.9,,,,,,
47,10,3,29,37,2,8,25,24,1,13,21,34,68.8,,,,,,
48,10,3,30,26,2,4,25,24,16,14,36,34,69.2,,,,,,
49,10,6,27,26,2,4,25,24,1,13,36,33,69.7,,,,,,
50,10,6,29,23,2,8,25,24,16,14,21,33,69.2,,,,,,
51,10,6,30,37,2,8,25,28,16,13,36,34,69.56666667,,,,,,
52,10,17,27,37,2,8,25,28,1,14,21,33,68.7,,,,,,
53,10,17,29,26,2,4,25,28,16,14,36,34,69.96666667,,,,,,
54,10,17,30,23,2,4,25,24,1,13,21,34,68.13333333,,,,,,
55,7,3,27,37,2,8,31,24,1,14,36,34,68.7,,,,,,
56,7,3,29,26,2,4,31,28,1,13,21,33,68.4,,,,,,
57,7,3,30,23,2,8,31,28,16,14,21,33,68.8,,,,,,
58,7,6,27,26,2,4,31,24,16,14,21,34,68.73333333,,,,,,
59,7,6,29,37,2,8,31,24,16,13,21,33,68.46666667,,,,,,
60,7,6,30,26,2,8,31,28,1,13,36,34,68.43333333,,,,,,
61,7,17,27,23,2,8,31,24,1,13,36,33,68.1,,,,,,
62,7,17,29,26,2,8,31,24,16,14,36,33,68.73333333,,,,,,
63,7,17,30,37,2,4,31,28,16,13,36,33,68.96666667,,,,,,
64,9,3,27,23,2,4,31,28,16,14,36,34,69.1,,,,,,
65,9,3,29,37,2,4,31,24,1,14,21,33,67.73333333,,,,,,
66,9,3,30,26,2,8,31,24,16,13,36,34,68.83333333,,,,,,
67,9,6,27,37,2,8,31,28,16,13,21,33,68.7,,,,,,
68,9,6,29,23,2,8,31,28,1,14,36,34,67.5,,,,,,
69,9,6,30,37,2,4,31,24,1,13,21,34,68,,,,,,
70,9,17,27,26,2,4,31,28,1,14,21,33,68.16666667,,,,,,
71,9,17,29,37,2,8,31,28,1,14,36,33,67.93333333,,,,,,
72,9,17,30,23,2,4,31,24,16,14,21,34,68.5,,,,,,
73,10,3,27,26,2,8,31,28,16,13,21,34,69.5,,,,,,
74,10,3,29,23,2,4,31,24,16,13,36,34,68.83333333,,,,,,
75,10,3,30,37,2,4,31,28,1,14,36,33,68.36666667,,,,,,
76,10,6,27,23,2,4,31,28,1,13,21,33,68.43333333,,,,,,
77,10,6,29,26,2,8,31,24,1,14,21,34,68.13333333,,,,,,
78,10,6,30,23,2,8,31,24,16,13,36,33,68.83333333,,,,,,
79,10,17,27,37,2,4,31,24,16,13,21,34,69.76666667,,,,,,
80,10,17,29,23,2,8,31,28,16,13,21,34,68.66666667,,,,,,
81,10,17,30,26,2,8,31,28,1,13,36,33,68.96666667,,,,,,
82,7,3,27,26,2,8,32,24,1,14,36,33,67.5,,,,,,
83,7,3,29,37,2,4,32,28,16,13,36,34,67.93333333,,,,,,
84,7,3,30,23,2,4,32,24,16,14,21,33,68.43333333,,,,,,
85,7,6,27,37,2,4,32,24,1,13,21,33,66.86666667,,,,,,
86,7,6,29,26,2,8,32,28,16,14,21,33,67.66666667,,,,,,
87,7,6,30,23,2,8,32,28,1,13,21,34,67.56666667,,,,,,
88,7,17,27,26,2,4,32,28,1,14,36,34,67.13333333,,,,,,
89,7,17,29,23,2,4,32,24,16,13,36,33,67.5,,,,,,
90,7,17,30,37,2,8,32,24,1,14,21,34,67.86666667,,,,,,
91,9,3,27,37,2,8,32,28,1,13,36,33,67.06666667,,,,,,
92,9,3,29,26,2,4,32,24,16,14,21,34,67.6,,,,,,
93,9,3,30,26,2,8,32,28,16,14,36,33,68.86666667,,,,,,
94,9,6,27,23,2,4,32,24,16,13,36,34,68.86666667,,,,,,
95,9,6,29,37,2,8,32,24,1,13,36,34,67.23333333,,,,,,
96,9,6,30,26,2,4,32,24,1,14,36,33,68.3,,,,,,
97,9,17,27,23,2,8,32,28,16,14,21,33,67.23333333,,,,,,
98,9,17,29,26,2,8,32,24,16,13,21,34,67.8,,,,,,
99,9,17,30,37,2,4,32,28,16,13,21,33,68.83333333,,,,,,
100,10,3,27,23,2,4,32,28,16,13,21,33,67.43333333,,,,,,
101,10,3,29,26,2,8,32,28,1,13,36,34,67.13333333,,,,,,
102,10,3,30,37,2,8,32,24,16,14,36,34,69.16666667,,,,,,
103,10,6,27,26,2,8,32,24,16,14,36,34,67.86666667,,,,,,
104,10,6,29,23,2,4,32,28,1,14,21,33,67.23333333,,,,,,
105,10,6,30,37,2,4,32,24,16,14,21,33,69.43333333,,,,,,
106,10,17,27,37,2,4,32,28,1,14,36,34,67.43333333,,,,,,
107,10,17,29,37,2,8,32,24,16,14,36,33,68.66666667,,,,,,
108,10,17,30,23,2,8,32,28,1,14,36,34,67.66666667,,,,,,
109,7,3,27,26,5,4,22,24,16,14,36,33,68.23333333,,,,,,
110,7,3,29,23,5,8,22,28,1,13,36,34,66.33333333,,,,,,
111,7,3,30,26,5,8,22,24,1,14,21,33,67.73333333,,,,,,
112,7,6,27,23,5,4,22,28,1,14,36,33,66.7,,,,,,
113,7,6,29,26,5,4,22,24,1,13,21,34,66.3,,,,,,
114,7,6,30,37,5,4,22,28,16,13,36,34,68.4,,,,,,
115,7,17,27,23,5,8,22,24,16,13,21,33,66.7,,,,,,
116,7,17,29,37,5,4,22,28,1,14,21,33,66.53333333,,,,,,
117,7,17,30,23,5,4,22,28,1,13,36,33,68.23333333,,,,,,
118,9,3,27,37,5,4,22,28,16,13,21,34,66.4,,,,,,
119,9,3,29,26,5,8,22,24,16,14,21,34,67.06666667,,,,,,
120,9,3,30,23,5,4,22,24,1,14,36,34,67.03333333,,,,,,
121,9,6,27,26,5,8,22,28,16,13,36,33,66.6,,,,,,
122,9,6,29,37,5,8,22,24,16,14,36,33,67.56666667,,,,,,
123,9,6,30,26,5,4,22,28,16,14,21,33,67.93333333,,,,,,
124,9,17,27,23,5,4,22,24,1,14,21,34,66.16666667,,,,,,
125,9,17,29,23,5,8,22,28,16,14,36,34,66.43333333,,,,,,
126,9,17,30,37,5,8,22,24,1,13,21,34,67.33333333,,,,,,
127,10,3,27,23,5,8,22,28,16,14,21,33,68.1,,,,,,
128,10,3,29,37,5,4,22,24,1,14,36,34,67.9,,,,,,
129,10,3,30,26,5,4,22,28,1,13,21,34,68.33333333,,,,,,
130,10,6,27,26,5,4,22,24,16,13,21,33,67.76666667,,,,,,
131,10,6,29,23,5,8,22,24,1,13,36,33,67.56666667,,,,,,
132,10,6,30,37,5,8,22,28,1,14,36,34,68.8,,,,,,
133,10,17,27,37,5,8,22,28,1,13,36,33,67.36666667,,,,,,
134,10,17,29,26,5,8,22,24,16,14,21,33,68.6,,,,,,
135,10,17,30,23,5,8,22,24,16,14,36,33,69,,,,,,
136,7,3,27,37,5,8,25,28,1,13,36,33,69.5,,,,,,
137,7,3,29,26,5,4,25,28,16,13,36,33,70.13333333,,,,,,
138,7,3,30,23,5,4,25,24,16,13,21,33,69.3,,,,,,
139,7,6,27,26,5,8,25,24,1,14,36,34,68.16666667,,,,,,
140,7,6,29,37,5,8,25,24,1,14,21,34,67.63333333,,,,,,
141,7,6,30,26,5,4,25,28,1,14,21,34,68.86666667,,,,,,
142,7,17,27,26,5,4,25,24,16,13,36,34,69,,,,,,
143,7,17,29,23,5,8,25,28,1,14,36,33,68.9,,,,,,
144,7,17,30,37,5,8,25,28,16,14,21,34,68.56666667,,,,,,
145,9,3,27,23,5,8,25,24,1,13,21,33,69.1,,,,,,
146,9,3,29,37,5,4,25,28,1,13,36,34,68.83333333,,,,,,
147,9,3,30,26,5,8,25,28,16,13,36,33,69.83333333,,,,,,
148,9,6,27,37,5,4,25,24,1,14,21,33,68.56666667,,,,,,
149,9,6,29,23,5,4,25,28,16,13,21,33,69.03333333,,,,,,
150,9,6,30,23,5,8,25,24,1,14,36,34,68,,,,,,
151,9,17,27,26,5,8,25,28,1,14,36,34,67.86666667,,,,,,
152,9,17,29,26,5,4,25,24,16,14,21,33,69.13333333,,,,,,
153,9,17,30,23,5,4,25,28,16,13,36,34,68.9,,,,,,
154,10,3,27,26,5,8,25,24,1,13,21,34,70.06666667,,,,,,
155,10,3,29,23,5,4,25,28,16,14,21,34,70.7,,,,,,
156,10,3,30,37,5,4,25,24,16,13,36,33,70.3,,,,,,
157,10,6,27,23,5,4,25,28,16,14,36,34,70.8,,,,,,
158,10,6,29,26,5,8,25,28,1,13,21,33,69.46666667,,,,,,
159,10,6,30,26,5,8,25,24,16,13,21,34,70.6,,,,,,
160,10,17,27,23,5,4,25,24,1,14,21,33,69.76666667,,,,,,
161,10,17,29,37,5,4,25,24,16,13,21,34,70.66666667,,,,,,
162,10,17,30,26,5,4,25,28,1,14,21,33,69.66666667,,,,,,
163,7,3,27,23,5,4,31,24,1,14,21,34,68.56666667,,,,,,
164,7,3,29,37,5,8,31,28,16,14,21,34,68.96666667,,,,,,
165,7,3,30,37,5,4,31,24,16,13,36,33,70.03333333,,,,,,
166,7,6,27,37,5,8,31,28,1,14,36,33,68.06666667,,,,,,
167,7,6,29,23,5,4,31,24,16,14,36,33,68.86666667,,,,,,
168,7,6,30,23,5,8,31,28,16,13,21,34,67.73333333,,,,,,
169,7,17,27,26,5,8,31,28,16,13,21,33,68.53333333,,,,,,
170,7,17,29,37,5,4,31,24,1,13,36,34,68.43333333,,,,,,
171,7,17,30,26,5,4,31,24,1,14,36,34,68.23333333,,,,,,
172,9,3,27,26,5,4,31,24,1,13,36,33,69.1,,,,,,
173,9,3,29,23,5,8,31,24,1,13,21,33,68.3,,,,,,
174,9,3,30,37,5,8,31,28,1,14,21,33,68.23333333,,,,,,
175,9,6,27,23,5,8,31,24,16,14,36,34,68.76666667,,,,,,
176,9,6,29,26,5,4,31,28,16,13,36,34,68.56666667,,,,,,
177,9,6,30,37,5,4,31,28,16,14,36,34,68.96666667,,,,,,
178,9,17,27,37,5,4,31,28,16,14,36,34,68.46666667,,,,,,
179,9,17,29,26,5,8,31,24,1,13,21,34,67.6,,,,,,
180,9,17,30,23,5,8,31,28,1,13,36,33,68.13333333,,,,,,
181,10,3,27,37,5,4,31,28,16,14,21,33,70.83333333,,,,,,
182,10,3,29,26,5,8,31,24,1,14,36,33,69.36666667,,,,,,
183,10,3,30,23,5,8,31,24,1,14,21,34,68.5,,,,,,
184,10,6,27,26,5,8,31,28,1,14,36,34,69.06666667,,,,,,
185,10,6,29,37,5,4,31,24,1,13,21,33,69.46666667,,,,,,
186,10,6,30,26,5,4,31,28,16,14,21,33,70.36666667,,,,,,
187,10,17,27,23,5,4,31,28,1,13,36,34,69.5,,,,,,
188,10,17,29,23,5,4,31,28,1,14,21,33,69.3,,,,,,
189,10,17,30,37,5,8,31,24,16,14,36,34,70.03333333,,,,,,
190,7,3,27,37,5,4,32,24,16,14,21,34,68.03333333,,,,,,
191,7,3,29,26,5,8,32,24,1,13,21,33,67.73333333,,,,,,
192,7,3,30,37,5,8,32,28,1,13,36,34,68.2,,,,,,
193,7,6,27,23,5,8,32,24,16,13,36,33,67.8,,,,,,
194,7,6,29,37,5,4,32,28,1,14,36,33,67.53333333,,,,,,
195,7,6,30,26,5,4,32,24,16,13,36,34,69,,,,,,
196,7,17,27,37,5,8,32,28,16,13,21,34,66.83333333,,,,,,
197,7,17,29,26,5,4,32,28,16,14,21,33,68,,,,,,
198,7,17,30,23,5,4,32,28,1,14,21,34,67.66666667,,,,,,
199,9,3,27,23,5,8,32,28,1,14,21,34,66.96666667,,,,,,
200,9,3,29,37,5,8,32,24,16,13,36,33,68.73333333,,,,,,
201,9,3,30,26,5,4,32,28,1,13,21,33,67.8,,,,,,
202,9,6,27,26,5,8,32,28,1,13,21,34,66.06666667,,,,,,
203,9,6,29,23,5,4,32,24,1,14,21,34,66.33333333,,,,,,
204,9,6,30,37,5,8,32,24,16,14,21,33,68,,,,,,
205,9,17,27,26,5,4,32,24,1,13,36,33,67.23333333,,,,,,
206,9,17,29,37,5,4,32,24,1,14,21,34,67.1,,,,,,
207,9,17,30,23,5,8,32,24,16,13,36,34,67.63333333,,,,,,
208,10,3,27,26,5,4,32,28,16,14,36,33,68.5,,,,,,
209,10,3,29,23,5,8,32,24,1,13,21,33,67,,,,,,
210,10,3,30,23,5,4,32,28,16,13,36,34,69.7,,,,,,
211,10,6,27,37,5,8,32,24,1,13,36,34,68.16666667,,,,,,
212,10,6,29,26,5,4,32,24,16,13,36,34,69.7,,,,,,
213,10,6,30,23,5,8,32,28,16,14,21,34,69.16666667,,,,,,
214,10,17,27,23,5,8,32,24,1,14,21,33,68.3,,,,,,
215,10,17,29,37,5,4,32,28,16,13,21,34,69.56666667,,,,,,
216,10,17,30,26,5,8,32,24,1,13,21,33,68.96666667,,,,,,
217,7,3,27,37,11,8,22,28,1,13,21,34,65.26666667,,,,,,
218,7,3,29,26,11,4,22,28,16,14,36,33,68.36666667,,,,,,
219,7,3,30,23,11,8,22,24,16,13,36,34,68.1,,,,,,
220,7,6,27,37,11,4,22,24,16,14,21,34,66.93333333,,,,,,
221,7,6,29,37,11,8,22,28,1,14,36,33,67.26666667,,,,,,
222,7,6,30,26,11,4,22,28,1,13,21,33,68,,,,,,
223,7,17,27,26,11,8,22,24,1,14,36,34,66.5,,,,,,
224,7,17,29,23,11,4,22,24,1,13,21,33,66.73333333,,,,,,
225,7,17,30,37,11,8,22,28,16,14,21,33,68.53333333,,,,,,
226,9,3,27,23,11,4,22,28,16,13,36,33,67.7,,,,,,
227,9,3,29,37,11,4,22,24,1,14,21,34,65.76666667,,,,,,
228,9,3,30,26,11,8,22,28,1,14,36,34,67.16666667,,,,,,
229,9,6,27,26,11,4,22,24,16,13,36,34,67.3,,,,,,
230,9,6,29,23,11,8,22,24,16,14,21,33,66.06666667,,,,,,
231,9,6,30,37,11,4,22,28,16,13,36,34,68.66666667,,,,,,
232,9,17,27,37,11,4,22,28,1,14,36,33,66.5,,,,,,
233,9,17,29,26,11,4,22,28,16,13,21,34,66.7,,,,,,
234,9,17,30,23,11,4,22,24,1,14,36,33,67.46666667,,,,,,
235,10,3,27,26,11,8,22,24,16,13,21,33,67.56666667,,,,,,
236,10,3,29,23,11,4,22,28,1,14,21,34,66.1,,,,,,
237,10,3,30,37,11,4,22,24,16,14,36,33,69.4,,,,,,
238,10,6,27,23,11,8,22,28,1,13,36,34,66.33333333,,,,,,
239,10,6,29,26,11,8,22,24,1,13,36,34,68.13333333,,,,,,
240,10,6,30,23,11,4,22,24,1,13,21,34,67.63333333,,,,,,
241,10,17,27,37,11,8,22,24,16,13,36,34,67.76666667,,,,,,
242,10,17,29,37,11,8,22,28,16,13,21,33,67.96666667,,,,,,
243,10,17,30,26,11,4,22,28,16,14,36,34,69.26666667,,,,,,
244,7,3,27,23,11,8,25,28,16,14,21,34,69.53333333,,,,,,
245,7,3,29,37,11,4,25,24,16,13,36,33,70.26666667,,,,,,
246,7,3,30,26,11,4,25,24,1,14,21,33,68.63333333,,,,,,
247,7,6,27,26,11,8,25,28,16,13,21,33,68.66666667,,,,,,
248,7,6,29,23,11,4,25,28,1,13,36,34,68.53333333,,,,,,
249,7,6,30,37,11,8,25,24,1,13,21,33,68.63333333,,,,,,
250,7,17,27,37,11,4,25,28,16,14,36,34,69.36666667,,,,,,
251,7,17,29,26,11,8,25,24,16,14,36,34,69.03333333,,,,,,
252,7,17,30,23,11,4,25,28,1,13,36,33,68.9,,,,,,
253,9,3,27,26,11,4,25,28,1,13,21,34,68.56666667,,,,,,
254,9,3,29,23,11,8,25,24,1,13,36,33,69,,,,,,
255,9,3,30,37,11,8,25,28,16,14,21,33,69.1,,,,,,
256,9,6,27,23,11,4,25,24,16,14,36,33,69.6,,,,,,
257,9,6,29,26,11,8,25,28,1,14,21,34,67.3,,,,,,
258,9,6,30,23,11,8,25,28,16,13,21,34,68.76666667,,,,,,
259,9,17,27,37,11,8,25,24,1,13,21,33,68.2,,,,,,
260,9,17,29,37,11,8,25,28,16,14,36,34,68.3,,,,,,
261,9,17,30,26,11,8,25,24,16,13,21,34,68.7,,,,,,
262,10,3,27,37,11,4,25,28,1,13,36,34,69,,,,,,
263,10,3,29,26,11,8,25,28,16,14,21,33,70.03333333,,,,,,
264,10,3,30,23,11,8,25,24,1,14,36,33,68.8,,,,,,
265,10,6,27,37,11,8,25,24,16,14,21,34,69.5,,,,,,
266,10,6,29,37,11,4,25,24,1,14,36,33,69.46666667,,,,,,
267,10,6,30,26,11,4,25,28,16,14,36,33,70.33333333,,,,,,
268,10,17,27,26,11,4,25,24,1,13,21,33,69.53333333,,,,,,
269,10,17,29,23,11,8,25,24,16,13,36,34,69.6,,,,,,
270,10,17,30,37,11,4,25,24,1,14,21,34,69.06666667,,,,,,
271,7,3,27,26,11,4,31,24,16,14,36,33,70.13333333,,,,,,
272,7,3,29,23,11,8,31,28,1,13,36,34,68.3,,,,,,
273,7,3,30,37,11,4,31,28,1,13,21,34,67.8,,,,,,
274,7,6,27,23,11,8,31,24,1,14,21,33,68.66666667,,,,,,
275,7,6,29,26,11,4,31,28,16,13,21,33,68.5,,,,,,
276,7,6,30,23,11,4,31,24,16,14,36,34,68.66666667,,,,,,
277,7,17,27,37,11,8,31,28,16,13,36,33,69.13333333,,,,,,
278,7,17,29,23,11,4,31,28,16,14,21,34,68.56666667,,,,,,
279,7,17,30,26,11,8,31,24,1,13,21,33,68.33333333,,,,,,
280,9,3,27,37,11,8,31,24,16,13,21,34,69.1,,,,,,
281,9,3,29,26,11,4,31,24,1,14,36,33,68.66666667,,,,,,
282,9,3,30,23,11,4,31,28,1,13,21,33,68.56666667,,,,,,
283,9,6,27,26,11,8,31,28,1,14,36,34,67.76666667,,,,,,
284,9,6,29,37,11,8,31,24,16,14,36,33,68.36666667,,,,,,
285,9,6,30,26,11,8,31,24,16,14,21,33,68.2,,,,,,
286,9,17,27,23,11,8,31,28,16,13,21,33,68.83333333,,,,,,
287,9,17,29,23,11,4,31,24,1,13,36,34,68.16666667,,,,,,
288,9,17,30,37,11,4,31,24,16,14,21,33,69.03333333,,,,,,
289,10,3,27,23,11,4,31,24,1,14,36,33,68.93333333,,,,,,
290,10,3,29,37,11,8,31,28,1,13,21,33,68.6,,,,,,
291,10,3,30,26,11,4,31,28,16,13,36,34,69.53333333,,,,,,
292,10,6,27,37,11,4,31,28,1,13,36,34,68.96666667,,,,,,
293,10,6,29,23,11,8,31,28,16,14,36,33,68.7,,,,,,
294,10,6,30,37,11,8,31,28,1,14,21,34,68.6,,,,,,
295,10,17,27,26,11,8,31,24,16,14,21,34,68.96666667,,,,,,
296,10,17,29,26,11,4,31,28,1,14,36,33,68.83333333,,,,,,
297,10,17,30,23,11,4,31,28,16,14,21,33,69.4,,,,,,
298,7,3,27,23,11,4,32,28,1,13,36,33,68.03333333,,,,,,
299,7,3,29,26,11,8,32,24,16,14,36,34,68.56666667,,,,,,
300,7,3,30,37,11,4,32,24,1,14,21,33,68.33333333,,,,,,
301,7,6,27,26,11,4,32,28,16,13,21,34,67.63333333,,,,,,
302,7,6,29,23,11,8,32,28,16,14,36,34,67.53333333,,,,,,
303,7,6,30,37,11,8,32,28,16,13,36,33,69.06666667,,,,,,
304,7,17,27,23,11,8,32,24,1,13,21,34,67,,,,,,
305,7,17,29,37,11,4,32,24,16,13,36,33,68.76666667,,,,,,
306,7,17,30,26,11,8,32,28,1,14,36,33,67.96666667,,,,,,
307,9,3,27,26,11,8,32,24,16,14,21,33,67.13333333,,,,,,
308,9,3,29,23,11,4,32,28,16,13,21,33,68.26666667,,,,,,
309,9,3,30,37,11,4,32,24,1,13,36,34,68.4,,,,,,
310,9,6,27,37,11,4,32,28,1,14,21,34,66.6,,,,,,
311,9,6,29,26,11,4,32,24,1,13,36,33,67.6,,,,,,
312,9,6,30,23,11,8,32,24,1,14,36,33,66.83333333,,,,,,
313,9,17,27,26,11,4,32,28,16,14,36,34,68.06666667,,,,,,
314,9,17,29,23,11,8,32,28,1,14,21,34,66.2,,,,,,
315,9,17,30,37,11,8,32,24,16,14,21,34,67.7,,,,,,
316,10,3,27,37,11,8,32,28,1,14,21,33,67.23333333,,,,,,
317,10,3,29,37,11,4,32,24,1,13,21,34,67.6,,,,,,
318,10,3,30,26,11,8,32,24,16,13,21,34,69.33333333,,,,,,
319,10,6,27,23,11,4,32,24,16,14,36,33,69.3,,,,,,
320,10,6,29,37,11,8,32,28,16,13,21,33,68.76666667,,,,,,
321,10,6,30,26,11,4,32,28,1,14,21,34,68.36666667,,,,,,
322,10,17,27,26,11,8,32,28,16,13,36,33,68.16666667,,,,,,
323,10,17,29,23,11,4,32,24,1,13,36,34,67.3,,,,,,
324,10,17,30,37,11,4,32,28,1,13,36,33,69.03333333,,,,,,
325,7,3,27,23,12,8,22,24,16,14,36,34,67,,,,,,
326,7,3,29,37,12,8,22,28,1,13,21,33,66.46666667,,,,,,
327,7,3,30,26,12,4,22,28,16,13,36,33,69,,,,,,
328,7,6,27,26,12,8,22,28,1,14,21,34,65.63333333,,,,,,
329,7,6,29,23,12,4,22,24,1,13,36,34,67.13333333,,,,,,
330,7,6,30,23,12,8,22,28,16,13,21,33,68.1,,,,,,
331,7,17,27,37,12,4,22,24,1,14,21,33,66.76666667,,,,,,
332,7,17,29,26,12,8,22,24,16,13,36,33,68.7,,,,,,
333,7,17,30,23,12,4,22,24,16,14,21,34,67.96666667,,,,,,
334,9,3,27,26,12,8,22,24,1,13,21,34,65.7,,,,,,
335,9,3,29,23,12,4,22,28,16,14,21,33,67.13333333,,,,,,
336,9,3,30,37,12,8,22,24,16,14,36,33,68.5,,,,,,
337,9,6,27,37,12,4,22,28,16,13,36,34,67.2,,,,,,
338,9,6,29,26,12,8,22,28,16,14,36,34,67.36666667,,,,,,
339,9,6,30,23,12,4,22,24,1,14,36,33,67.56666667,,,,,,
340,9,17,27,23,12,8,22,28,1,13,36,33,66.86666667,,,,,,
341,9,17,29,37,12,4,22,24,16,13,21,34,67.6,,,,,,
342,9,17,30,26,12,8,22,28,1,14,21,34,66.73333333,,,,,,
343,10,3,27,37,12,4,22,28,1,14,36,34,65.56666667,,,,,,
344,10,3,29,26,12,8,22,24,1,14,36,33,66.83333333,,,,,,
345,10,3,30,23,12,8,22,28,1,13,21,34,66.93333333,,,,,,
346,10,6,27,23,12,4,22,24,16,13,21,33,67.33333333,,,,,,
347,10,6,29,37,12,4,22,24,1,14,21,34,66.2,,,,,,
348,10,6,30,26,12,4,22,24,16,14,36,34,69.1,,,,,,
349,10,17,27,26,12,4,22,28,16,13,21,33,66.76666667,,,,,,
350,10,17,29,23,12,8,22,28,16,14,36,34,67.2,,,,,,
351,10,17,30,37,12,8,22,24,1,13,36,34,68.13333333,,,,,,
352,7,3,27,26,12,4,25,24,1,13,36,33,69.1,,,,,,
353,7,3,29,23,12,8,25,24,16,13,21,34,69.53333333,,,,,,
354,7,3,30,37,12,4,25,28,1,14,21,34,68.33333333,,,,,,
355,7,6,27,37,12,8,25,24,16,14,36,33,69.53333333,,,,,,
356,7,6,29,26,12,4,25,28,16,14,21,33,69.23333333,,,,,,
357,7,6,30,23,12,4,25,28,1,13,36,34,68.76666667,,,,,,
358,7,17,27,23,12,8,25,28,1,14,21,33,68.5,,,,,,
359,7,17,29,37,12,4,25,28,1,13,36,33,68.63333333,,,,,,
360,7,17,30,26,12,8,25,24,1,14,36,34,68.46666667,,,,,,
361,9,3,27,23,12,4,25,24,16,14,21,34,69.36666667,,,,,,
362,9,3,29,26,12,8,25,28,1,13,36,34,68.46666667,,,,,,
363,9,3,30,23,12,8,25,24,1,13,21,33,67.8,,,,,,
364,9,6,27,26,12,4,25,28,1,13,21,33,68.5,,,,,,
365,9,6,29,37,12,8,25,24,1,13,21,33,68.13333333,,,,,,
366,9,6,30,37,12,4,25,24,16,13,36,34,69.3,,,,,,
367,9,17,27,37,12,8,25,28,16,14,21,34,68.43333333,,,,,,
368,9,17,29,23,12,4,25,24,1,14,36,33,68.5,,,,,,
369,9,17,30,26,12,4,25,28,16,13,36,33,69.4,,,,,,
370,10,3,27,23,12,8,25,28,16,13,36,33,70.1,,,,,,
371,10,3,29,37,12,4,25,24,16,13,21,34,69.6,,,,,,
372,10,3,30,26,12,8,25,28,16,14,21,33,69.26666667,,,,,,
373,10,6,27,26,12,8,25,24,1,13,36,34,68.56666667,,,,,,
374,10,6,29,23,12,8,25,28,1,14,21,33,67.8,,,,,,
375,10,6,30,37,12,8,25,28,1,14,36,33,68.4,,,,,,
376,10,17,27,37,12,4,25,24,16,14,36,33,69.93333333,,,,,,
