1,2,4,13,22,24,33,7,10,27,30,3,6,23,26,5,11,25,31,1,16,21,36,71.73333333,,,,,,
2,2,4,13,32,28,34,9,10,29,30,3,17,23,37,5,11,25,31,1,16,21,36,71.53333333,,,,,,
3,2,4,14,22,28,33,9,10,27,30,3,17,23,26,5,11,25,31,1,16,21,36,71.6,,,,,,
4,2,4,14,32,24,34,7,10,29,30,3,6,23,37,5,11,25,31,1,16,21,36,71.43333333,,,,,,
5,2,8,13,22,28,34,7,10,27,30,3,17,23,37,5,11,25,31,1,16,21,36,71.3,,,,,,
6,2,8,13,32,24,33,9,10,29,30,3,6,23,26,5,11,25,31,1,16,21,36,70.93333333,,,,,,
7,2,8,14,22,24,34,9,10,27,30,3,6,23,37,5,11,25,31,1,16,21,36,71.16666667,,,,,,
8,2,8,14,32,28,33,7,10,29,30,3,17,23,26,5,11,25,31,1,16,21,36,71.03333333,,,,,,
9,12,4,13,22,28,33,7,10,29,30,3,6,23,37,5,11,25,31,1,16,21,36,71.06666667,,,,,,
10,12,4,13,32,24,34,9,10,27,30,3,17,23,26,5,11,25,31,1,16,21,36,71.56666667,,,,,,
11,12,4,14,22,24,33,9,10,29,30,3,17,23,37,5,11,25,31,1,16,21,36,71.06666667,,,,,,
12,12,4,14,32,28,34,7,10,27,30,3,6,23,26,5,11,25,31,1,16,21,36,71.43333333,,,,,,
13,12,8,13,22,24,34,7,10,29,30,3,17,23,26,5,11,25,31,1,16,21,36,71.03333333,,,,,,
14,12,8,13,32,28,33,9,10,27,30,3,6,23,37,5,11,25,31,1,16,21,36,70.9,,,,,,
15,12,8,14,22,28,34,9,10,29,30,3,6,23,26,5,11,25,31,1,16,21,36,70.36666667,,,,,,
16,12,8,14,32,24,33,7,10,27,30,3,17,23,37,5,11,25,31,1,16,21,36,71,,,,,,
17,12,8,13,22,24,33,9,10,27,30,3,17,23,26,5,11,25,31,1,16,21,36,70.93333333,,,,,,
18,2,4,13,32,24,33,7,10,27,30,3,17,23,37,5,11,25,31,1,16,21,36,71.96666667,,,,,,
19,12,8,14,22,28,33,7,10,27,30,3,6,23,37,5,11,25,31,1,16,21,36,70.9,,,,,,
20,12,4,14,32,28,33,9,10,29,30,3,6,23,26,5,11,25,31,1,16,21,36,71.26666667,,,,,,
21,2,4,13,22,24,34,9,10,29,30,3,6,23,26,5,11,25,31,1,16,21,36,71.06666667,,,,,,
22,2,8,13,32,24,34,7,10,29,30,3,6,23,37,5,11,25,31,1,16,21,36,71.1,,,,,,
23,2,4,14,22,28,34,7,10,29,30,3,17,23,37,5,11,25,31,1,16,21,36,71.2,,,,,,
24,12,8,14,32,28,34,9,10,27,30,3,17,23,37,5,11,25,31,1,16,21,36,70.63333333,,,,,,
25,2,8,14,22,24,33,7,10,29,30,3,17,23,26,5,11,25,31,1,16,21,36,70.86666667,,,,,,
26,2,8,13,32,28,33,7,10,27,30,3,6,23,26,5,11,25,31,1,16,21,36,71.33333333,,,,,,
27,12,4,14,22,24,34,9,10,27,30,3,6,23,37,5,11,25,31,1,16,21,36,71.26666667,,,,,,
28,12,8,13,22,28,34,9,10,29,30,3,17,23,37,5,11,25,31,1,16,21,36,70.63333333,,,,,,
29,2,8,14,32,24,33,9,10,27,30,3,6,23,26,5,11,25,31,1,16,21,36,70.93333333,,,,,,
30,12,4,14,32,24,33,7,10,29,30,3,17,23,26,5,11,25,31,1,16,21,36,71.23333333,,,,,,
31,12,4,13,32,28,34,7,10,29,30,3,6,23,26,5,11,25,31,1,16,21,36,71.13333333,,,,,,
32,2,8,14,32,24,34,7,10,27,30,3,17,23,26,5,11,25,31,1,16,21,36,71.36666667,,,,,,
33,2,4,13,22,28,33,9,10,27,30,3,6,23,37,5,11,25,31,1,16,21,36,71.6,,,,,,
34,2,8,14,32,28,34,9,10,29,30,3,6,23,37,5,11,25,31,1,16,21,36,70.9,,,,,,
35,12,4,13,22,28,33,7,10,27,30,3,17,23,26,5,11,25,31,1,16,21,36,71.36666667,,,,,,
36,2,4,13,22,24,34,7,10,27,30,3,6,23,26,5,11,25,31,1,16,21,36,71.7,,,,,,
37,2,4,13,32,24,33,9,10,29,30,3,17,23,37,5,11,25,31,1,16,21,36,71.53333333,,,,,,
38,12,8,13,32,28,33,7,10,29,30,3,17,23,37,5,11,25,31,1,16,21,36,71,,,,,,
39,12,8,13,22,24,33,7,10,29,30,3,6,23,37,5,11,25,31,1,16,21,36,70.96666667,,,,,,
40,12,8,14,32,24,33,7,10,27,30,3,6,23,26,5,11,25,31,1,16,21,36,71,,,,,,
41,2,8,13,32,28,34,9,10,29,30,3,17,23,26,5,11,25,31,1,16,21,36,70.8,,,,,,
42,12,4,14,32,24,34,7,10,29,30,3,17,23,37,5,11,25,31,1,16,21,36,71.26666667,,,,,,
43,2,8,14,22,24,33,7,10,29,30,3,17,23,37,5,11,25,31,1,16,21,36,70.9,,,,,,
44,2,4,14,32,24,33,9,10,27,30,3,6,23,26,5,11,25,31,1,16,21,36,71.7,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Max,Min ,Range ,Average ,SD,Coeff. Var. 
,,,,,,,,,,,,,,,,,,,,,,,,71.96666667,70.36666667,1.6,71.17575758,0.327167492,0.004596614
