1,1,9,6,21,29,26,5,8,25,28,67.36666667,,,,,,
2,1,10,17,33,30,37,11,4,31,24,68.06666667,,,,,,
3,1,7,3,34,27,23,12,8,32,24,65.26666667,,,,,,
4,1,9,17,36,27,26,2,4,22,28,65.73333333,,,,,,
5,13,10,3,21,29,37,11,4,32,28,65.9,,,,,,
6,13,7,6,33,30,23,12,8,22,28,66.53333333,,,,,,
7,13,10,17,34,27,37,2,8,25,24,68,,,,,,
8,13,7,3,36,29,23,5,4,31,24,67.9,,,,,,
9,14,9,17,21,30,26,12,8,31,24,67.26666667,,,,,,
10,14,7,6,33,27,37,2,4,32,28,66.06666667,,,,,,
11,14,10,3,34,29,26,5,4,22,24,66.26666667,,,,,,
12,14,7,6,36,30,23,11,8,25,24,68,,,,,,
13,16,7,17,21,27,23,2,4,31,28,67.73333333,,,,,,
14,16,9,3,33,30,26,5,8,32,24,69.03333333,,,,,,
15,16,9,6,34,29,37,11,8,22,28,65.2,,,,,,
16,16,10,3,36,29,37,12,4,25,28,68.36666667,,,,,,
17,13,9,3,21,30,23,2,4,22,28,66.7,,,,,,
18,14,10,6,33,29,23,2,4,25,28,68.53333333,,,,,,
19,13,7,6,34,30,26,2,8,31,28,65.96666667,,,,,,
20,13,10,17,36,27,37,5,4,32,28,67.73333333,,,,,,
21,16,10,17,36,29,37,12,4,22,24,67.6,,,,,,
22,1,9,3,33,27,26,11,4,22,28,64.23333333,,,,,,
,,,,,,,,,,,,Max,Min ,Range ,Average ,SD,Coeff. Var. 
,,,,,,,,,,,,69.03333333,64.23333333,4.8,66.97575758,1.232644436,0.018404337
