1,1,7,3,21,27,23,2,4,22,24,65.83333333,,,,,,
2,1,9,6,21,29,26,2,8,25,28,67,,,,,,
3,1,10,17,21,30,37,2,4,31,28,68.03333333,,,,,,
4,1,7,6,21,30,23,2,8,32,24,64.76666667,,,,,,
5,1,9,17,21,27,26,5,8,22,24,63.73333333,,,,,,
6,1,10,3,21,29,37,5,4,25,24,68.93333333,,,,,,
7,1,7,6,21,27,37,5,8,31,28,67.06666667,,,,,,
8,1,9,3,21,30,26,5,4,32,28,67.56666667,,,,,,
9,1,10,6,21,29,23,11,4,22,28,66.06666667,,,,,,
10,1,7,17,21,27,23,11,8,25,28,67.23333333,,,,,,
11,1,9,3,21,29,37,11,8,31,24,67.7,,,,,,
12,1,10,17,21,27,26,11,4,32,24,67.26666667,,,,,,
13,1,7,6,21,30,26,12,4,22,24,67.73333333,,,,,,
14,1,9,3,21,27,23,12,4,25,28,67.73333333,,,,,,
15,1,10,3,21,30,23,12,8,31,24,65.3,,,,,,
16,1,7,17,21,29,37,12,8,32,28,65.2,,,,,,
17,1,9,6,33,30,37,2,4,22,24,66.93333333,,,,,,
18,1,10,17,33,29,23,2,8,25,24,68.06666667,,,,,,
19,1,7,3,33,29,26,2,4,31,28,67.53333333,,,,,,
20,1,9,17,33,27,37,2,8,32,28,64.7,,,,,,
21,1,10,3,33,27,26,5,8,22,28,64.56666667,,,,,,
22,1,7,6,33,30,23,5,4,25,28,67.93333333,,,,,,
23,1,9,17,33,29,23,5,4,31,24,67.4,,,,,,
24,1,10,6,33,29,26,5,8,32,24,67.16666667,,,,,,
25,1,7,17,33,30,37,11,8,22,24,67.06666667,,,,,,
26,1,9,3,33,30,26,11,8,25,24,65.9,,,,,,
27,1,10,6,33,27,37,11,4,31,24,68.83333333,,,,,,
28,1,7,3,33,27,23,11,4,32,28,66.06666667,,,,,,
29,1,9,17,33,29,26,12,4,22,28,65.13333333,,,,,,
30,1,10,6,33,27,37,12,8,25,28,67.36666667,,,,,,
31,1,7,17,33,27,26,12,8,31,24,67.8,,,,,,
32,1,9,6,33,30,23,12,8,32,28,65.6,,,,,,
33,1,10,17,34,27,26,2,4,22,28,65.53333333,,,,,,
34,1,7,3,34,30,37,2,8,25,28,63.76666667,,,,,,
35,1,9,6,34,27,23,2,8,31,24,67.06666667,,,,,,
36,1,10,3,34,29,23,2,4,32,24,65.03333333,,,,,,
37,1,7,6,34,29,37,5,4,22,24,65.63333333,,,,,,
38,1,9,17,34,30,37,5,4,25,24,65.23333333,,,,,,
39,1,10,3,34,30,26,5,8,31,28,67.26666667,,,,,,
40,1,7,17,34,27,23,5,8,32,28,64.56666667,,,,,,
41,1,9,3,34,27,37,11,4,22,28,63.76666667,,,,,,
42,1,10,6,34,30,26,11,4,25,28,66.36666667,,,,,,
43,1,7,17,34,29,26,11,8,31,28,67.13333333,,,,,,
44,1,9,6,34,29,37,11,8,32,24,64.8,,,,,,
45,1,10,3,34,29,37,12,8,22,24,64.76666667,,,,,,
46,1,7,17,34,30,23,12,4,25,24,67.63333333,,,,,,
47,1,9,6,34,29,26,12,4,31,24,67.73333333,,,,,,
48,1,10,17,34,30,26,12,8,32,28,66.73333333,,,,,,
49,1,7,17,36,29,23,2,8,22,28,64.96666667,,,,,,
50,1,9,3,36,27,26,2,4,25,24,68.56666667,,,,,,
51,1,10,6,36,30,26,2,8,31,24,68.06666667,,,,,,
52,1,7,3,36,30,37,2,4,32,24,67.96666667,,,,,,
53,1,9,6,36,27,23,5,4,22,28,65.83333333,,,,,,
54,1,10,17,36,27,37,5,8,25,24,69.33333333,,,,,,
55,1,7,3,36,29,23,5,8,31,24,67.76666667,,,,,,
56,1,9,17,36,29,26,5,4,32,28,66.73333333,,,,,,
57,1,10,3,36,30,23,11,8,22,28,66.73333333,,,,,,
58,1,7,6,36,29,37,11,4,25,28,68.5,,,,,,
59,1,9,17,36,30,23,11,4,31,28,67.3,,,,,,
60,1,10,6,36,27,23,11,8,32,24,66.66666667,,,,,,
61,1,7,3,36,27,26,12,8,22,28,65.13333333,,,,,,
62,1,9,6,36,30,37,12,8,25,24,67.66666667,,,,,,
63,1,10,17,36,29,37,12,4,31,28,67.86666667,,,,,,
64,1,7,6,36,27,26,12,4,32,24,67.43333333,,,,,,
65,13,9,3,21,29,37,2,8,22,28,64.83333333,,,,,,
66,13,10,6,21,27,23,2,4,25,28,67.83333333,,,,,,
67,13,7,17,21,30,26,2,8,31,24,68.16666667,,,,,,
68,13,9,17,21,29,23,2,4,32,24,66.26666667,,,,,,
69,13,10,17,21,30,23,5,4,22,24,68.03333333,,,,,,
70,13,7,3,21,27,26,5,4,25,24,68.7,,,,,,
71,13,9,6,21,30,37,5,4,31,28,67.8,,,,,,
72,13,10,3,21,27,37,5,8,32,28,66.73333333,,,,,,
73,13,7,6,21,27,26,11,8,22,28,64.43333333,,,,,,
74,13,9,17,21,30,37,11,8,25,28,67.96666667,,,,,,
75,13,10,3,21,29,26,11,4,31,24,67.73333333,,,,,,
76,13,7,3,21,30,23,11,8,32,24,67,,,,,,
77,13,9,6,21,27,37,12,4,22,24,65.86666667,,,,,,
78,13,10,17,21,29,26,12,8,25,28,66.73333333,,,,,,
79,13,7,3,21,29,23,12,4,31,28,67.56666667,,,,,,
80,13,9,3,21,30,26,12,8,32,24,67.66666667,,,,,,
81,13,10,6,33,29,37,2,8,22,24,66.2,,,,,,
82,13,7,17,33,27,37,2,4,25,24,68.4,,,,,,
83,13,9,3,33,27,23,2,8,31,28,67.66666667,,,,,,
84,13,10,3,33,30,26,2,4,32,28,66.76666667,,,,,,
85,13,7,3,33,30,37,5,8,22,28,66.83333333,,,,,,
86,13,9,6,33,29,26,5,4,25,24,68.16666667,,,,,,
87,13,10,17,33,27,23,5,8,31,28,68.73333333,,,,,,
88,13,7,6,33,29,23,5,8,32,28,65.8,,,,,,
89,13,9,17,33,27,23,11,4,22,24,64.7,,,,,,
90,13,10,3,33,29,23,11,8,25,28,68.66666667,,,,,,
91,13,7,6,33,30,23,11,4,31,24,67.33333333,,,,,,
92,13,9,6,33,27,26,11,4,32,28,65.13333333,,,,,,
93,13,10,3,33,30,23,12,4,22,24,65.46666667,,,,,,
94,13,7,6,33,29,37,12,8,25,24,68.8,,,,,,
95,13,9,17,33,30,37,12,8,31,28,66.53333333,,,,,,
96,13,10,17,33,27,23,12,4,32,24,66.06666667,,,,,,
97,13,7,6,34,30,23,2,8,22,28,66.5,,,,,,
98,13,9,3,34,29,26,2,8,25,24,67.9,,,,,,
99,13,10,17,34,29,37,2,4,31,24,68.13333333,,,,,,
100,13,7,17,34,27,26,2,4,32,24,65.7,,,,,,
101,13,9,3,34,27,23,5,4,22,24,64.56666667,,,,,,
102,13,10,6,34,27,37,5,8,25,28,69.13333333,,,,,,
103,13,7,3,34,29,37,5,4,31,28,68.43333333,,,,,,
104,13,9,6,34,30,26,5,8,32,24,66.5,,,,,,
105,13,10,17,34,29,37,11,8,22,28,65.93333333,,,,,,
106,13,7,3,34,27,37,11,4,25,24,68.46666667,,,,,,
107,13,9,6,34,30,37,11,8,31,28,65.76666667,,,,,,
108,13,10,3,34,29,26,11,8,32,28,66.8,,,,,,
109,13,7,17,34,27,37,12,4,22,28,64.9,,,,,,
110,13,9,17,34,27,26,12,8,25,24,67.66666667,,,,,,
111,13,10,6,34,30,23,12,4,31,28,66.63333333,,,,,,
112,13,7,3,34,29,37,12,4,32,28,66.16666667,,,,,,
113,13,9,17,36,30,26,2,8,22,24,67.63333333,,,,,,
114,13,10,3,36,30,23,2,4,25,24,67.5,,,,,,
115,13,7,6,36,27,37,2,4,31,28,67.73333333,,,,,,
116,13,9,6,36,29,23,2,8,32,28,66.4,,,,,,
117,13,10,6,36,29,26,5,4,22,24,68.13333333,,,,,,
118,13,7,17,36,30,26,5,8,25,28,68.36666667,,,,,,
119,13,9,3,36,27,26,5,4,31,24,68.56666667,,,,,,
120,13,10,17,36,30,37,5,4,32,24,69.2,,,,,,
121,13,7,3,36,29,26,11,4,22,24,67.16666667,,,,,,
122,13,9,6,36,27,23,11,8,25,24,67.96666667,,,,,,
123,13,10,17,36,27,26,11,8,31,28,68.16666667,,,,,,
124,13,7,17,36,29,23,11,4,32,24,66.6,,,,,,
125,13,9,3,36,29,23,12,8,22,24,65.5,,,,,,
126,13,10,3,36,27,37,12,4,25,28,67.03333333,,,,,,
127,13,7,6,36,30,23,12,8,31,28,67.46666667,,,,,,
128,13,9,17,36,27,37,12,8,32,28,66,,,,,,
129,14,10,3,21,30,26,2,8,22,28,67.06666667,,,,,,
130,14,7,6,21,29,37,2,4,25,24,68.26666667,,,,,,
131,14,9,17,21,27,23,2,4,31,28,67.63333333,,,,,,
132,14,10,6,21,27,37,2,8,32,24,66.13333333,,,,,,
133,14,7,17,21,29,26,5,8,22,24,65.46666667,,,,,,
134,14,9,3,21,30,23,5,8,25,24,67.63333333,,,,,,
135,14,10,6,21,29,23,5,4,31,28,68.83333333,,,,,,
136,14,7,3,21,29,26,5,4,32,28,67.13333333,,,,,,
137,14,9,6,21,30,37,11,4,22,28,67.13333333,,,,,,
138,14,10,17,21,30,26,11,4,25,24,68.53333333,,,,,,
139,14,7,3,21,27,37,11,8,31,28,67.63333333,,,,,,
140,14,9,17,21,29,23,11,8,32,28,65.53333333,,,,,,
141,14,10,6,21,27,26,12,4,22,24,65.4,,,,,,
142,14,7,3,21,30,37,12,8,25,28,67.7,,,,,,
143,14,9,17,21,30,26,12,4,31,24,67.76666667,,,,,,
144,14,10,3,21,29,23,12,4,32,24,65.2,,,,,,
145,14,7,6,33,27,23,2,8,22,28,64.86666667,,,,,,
146,14,9,17,33,30,26,2,8,25,28,65,,,,,,
147,14,10,3,33,30,37,2,4,31,24,66.13333333,,,,,,
148,14,7,17,33,30,23,2,4,32,24,66.46666667,,,,,,
149,14,9,3,33,29,37,5,4,22,24,65.66666667,,,,,,
150,14,10,6,33,30,26,5,8,25,28,66.66666667,,,,,,
151,14,7,17,33,27,37,5,4,31,24,67.7,,,,,,
152,14,9,6,33,27,37,5,4,32,28,65.23333333,,,,,,
153,14,10,17,33,29,26,11,8,22,24,66.26666667,,,,,,
154,14,7,3,33,29,23,11,4,25,28,68.96666667,,,,,,
155,14,9,6,33,29,26,11,8,31,24,67.16666667,,,,,,
156,14,10,3,33,30,37,11,8,32,28,67.83333333,,,,,,
157,14,7,3,33,27,23,12,4,22,24,65.26666667,,,,,,
158,14,9,6,33,27,23,12,8,25,24,67.76666667,,,,,,
159,14,10,17,33,29,37,12,8,31,28,67.03333333,,,,,,
160,14,7,6,33,30,26,12,8,32,28,67.2,,,,,,
161,14,9,17,34,29,23,2,4,22,28,65.66666667,,,,,,
162,14,10,3,34,27,23,2,8,25,24,68.2,,,,,,
163,14,7,6,34,30,26,2,4,31,24,67.13333333,,,,,,
164,14,9,3,34,30,37,2,8,32,28,66.73333333,,,,,,
165,14,10,6,34,30,23,5,8,22,24,67,,,,,,
166,14,7,17,34,29,26,5,8,25,28,67.2,,,,,,
167,14,9,3,34,27,26,5,4,31,28,67.63333333,,,,,,
168,14,10,17,34,29,37,5,4,32,24,67.83333333,,,,,,
169,14,7,3,34,30,26,11,4,22,24,67.13333333,,,,,,
170,14,9,6,34,27,23,11,4,25,28,67.23333333,,,,,,
171,14,10,17,34,27,23,11,8,31,24,67.66666667,,,,,,
172,14,7,6,34,27,37,11,4,32,24,65.7,,,,,,
173,14,9,6,34,29,26,12,8,22,28,65.66666667,,,,,,
174,14,10,17,34,29,37,12,4,25,24,67.33333333,,,,,,
175,14,7,3,34,27,23,12,8,31,28,67.53333333,,,,,,
176,14,9,17,34,27,23,12,4,32,24,66.06666667,,,,,,
177,14,10,17,36,27,37,2,4,22,28,65.4,,,,,,
178,14,7,3,36,29,26,2,8,25,28,67.63333333,,,,,,
179,14,9,6,36,29,37,2,8,31,24,67.9,,,,,,
180,14,10,3,36,29,26,2,8,32,24,67.06666667,,,,,,
181,14,7,6,36,30,37,5,8,22,28,67.1,,,,,,
182,14,9,17,36,29,23,5,4,25,28,68,,,,,,
183,14,10,3,36,30,23,5,4,31,28,68.9,,,,,,
184,14,7,6,36,27,23,5,4,32,24,67.23333333,,,,,,
185,14,9,3,36,27,26,11,8,22,24,65.46666667,,,,,,
186,14,10,6,36,30,37,11,4,25,24,69.2,,,,,,
187,14,7,17,36,30,37,11,8,31,24,68.03333333,,,,,,
188,14,9,3,36,30,26,11,4,32,28,67.63333333,,,,,,
189,14,10,17,36,30,23,12,8,22,28,66.73333333,,,,,,
190,14,7,17,36,27,26,12,4,25,24,68.86666667,,,,,,
191,14,9,3,36,27,37,12,4,31,24,68.16666667,,,,,,
192,14,10,6,36,29,37,12,4,32,28,66.8,,,,,,
193,16,7,6,21,29,26,2,4,22,28,66.4,,,,,,
194,16,9,17,21,30,23,2,8,25,28,67.6,,,,,,
195,16,10,3,21,27,26,2,8,31,24,68.46666667,,,,,,
196,16,7,3,21,30,37,2,4,32,24,67.93333333,,,,,,
197,16,9,3,21,29,23,5,8,22,24,65.5,,,,,,
198,16,10,6,21,30,26,5,4,25,24,70.33333333,,,,,,
199,16,7,17,21,30,23,5,4,31,28,67.6,,,,,,
200,16,9,6,21,27,23,5,4,32,28,67.06666667,,,,,,
201,16,10,17,21,27,37,11,8,22,28,65.36666667,,,,,,
202,16,7,3,21,29,26,11,8,25,28,68.66666667,,,,,,
203,16,9,6,21,30,26,11,8,31,24,67.76666667,,,,,,
204,16,10,6,21,29,37,11,4,32,24,68.23333333,,,,,,
205,16,7,17,21,29,23,12,8,22,24,65.56666667,,,,,,
206,16,9,6,21,29,37,12,4,25,28,68.26666667,,,,,,
207,16,10,6,21,27,23,12,8,31,28,68.1,,,,,,
208,16,7,6,21,27,26,12,8,32,24,66,,,,,,
209,16,9,17,33,27,26,2,4,22,24,65.83333333,,,,,,
210,16,10,3,33,29,37,2,8,25,28,68.63333333,,,,,,
211,16,7,6,33,30,23,2,8,31,24,65.93333333,,,,,,
212,16,9,3,33,29,26,2,4,32,28,67.43333333,,,,,,
213,16,10,6,33,30,37,5,4,22,28,68.9,,,,,,
