1,2,5,4,1,13,22,25,24,21,33,7,10,27,30,3,6,23,26,71.1,,,,,,
2,2,5,4,1,13,32,31,28,36,34,9,10,29,30,3,17,23,37,70.3,,,,,,
3,2,5,4,1,14,22,31,24,36,33,9,10,27,30,3,17,23,26,70.9,,,,,,
4,2,5,4,1,14,32,25,28,21,34,7,10,29,30,3,6,23,37,70.83333333,,,,,,
5,2,5,4,16,13,22,31,28,21,33,9,10,29,30,3,6,23,26,71.2,,,,,,
6,2,5,4,16,13,32,25,24,36,34,7,10,27,30,3,17,23,37,72.23333333,,,,,,
7,2,5,4,16,14,22,25,28,36,33,7,10,29,30,3,17,23,37,71.76666667,,,,,,
8,2,5,4,16,14,32,31,24,21,34,9,10,27,30,3,6,23,26,71.7,,,,,,
9,2,5,8,1,13,22,31,24,21,34,7,10,29,30,3,17,23,26,70.4,,,,,,
10,2,5,8,1,13,32,25,28,36,33,9,10,27,30,3,6,23,37,70.93333333,,,,,,
11,2,5,8,1,14,22,25,24,36,34,9,10,29,30,3,6,23,37,70.33333333,,,,,,
12,2,5,8,1,14,32,31,28,21,33,7,10,27,30,3,17,23,26,70.76666667,,,,,,
13,2,5,8,16,13,22,25,28,21,34,9,10,27,30,3,17,23,37,71.16666667,,,,,,
14,2,5,8,16,13,32,31,24,36,33,7,10,29,30,3,6,23,26,71.2,,,,,,
15,2,5,8,16,14,22,31,28,36,34,7,10,27,30,3,6,23,37,71.63333333,,,,,,
16,2,5,8,16,14,32,25,24,21,33,9,10,29,30,3,17,23,26,71.43333333,,,,,,
17,2,11,4,1,13,22,31,28,36,33,7,10,27,30,3,6,23,37,70.76666667,,,,,,
18,2,11,4,1,13,32,25,24,21,34,9,10,29,30,3,17,23,26,70.63333333,,,,,,
19,2,11,4,1,14,22,25,28,21,33,9,10,27,30,3,17,23,37,70.5,,,,,,
20,2,11,4,1,14,32,31,24,36,34,7,10,29,30,3,6,23,26,70.26666667,,,,,,
21,2,11,4,16,13,22,25,24,36,33,9,10,29,30,3,6,23,37,70.73333333,,,,,,
22,2,11,4,16,13,32,31,28,21,34,7,10,27,30,3,17,23,26,71.2,,,,,,
23,2,11,4,16,14,22,31,24,21,33,7,10,29,30,3,17,23,37,70.76666667,,,,,,
24,2,11,4,16,14,32,25,28,36,34,9,10,27,30,3,6,23,26,71.16666667,,,,,,
25,2,11,8,1,13,22,25,28,36,34,7,10,29,30,3,17,23,26,70.1,,,,,,
26,2,11,8,1,13,32,31,24,21,33,9,10,27,30,3,6,23,37,70.23333333,,,,,,
27,2,11,8,1,14,22,31,28,21,34,9,10,29,30,3,6,23,26,69.7,,,,,,
28,2,11,8,1,14,32,25,24,36,33,7,10,27,30,3,17,23,37,70.5,,,,,,
29,2,11,8,16,13,22,31,24,36,34,9,10,27,30,3,17,23,26,70.4,,,,,,
30,2,11,8,16,13,32,25,28,21,33,7,10,29,30,3,6,23,37,70.96666667,,,,,,
31,2,11,8,16,14,22,25,24,21,34,7,10,27,30,3,6,23,26,70.53333333,,,,,,
32,2,11,8,16,14,32,31,28,36,33,9,10,29,30,3,17,23,37,70.36666667,,,,,,
