1,2,1,7,3,22,21,27,23,63.66666667,,,,,,
2,2,13,9,6,22,33,29,26,65.46666667,,,,,,
3,2,14,10,17,22,34,30,37,66.46666667,,,,,,
4,2,16,7,6,22,36,30,23,64.6,,,,,,
5,2,1,10,3,24,33,29,37,62.76666667,,,,,,
6,2,13,9,17,24,21,27,37,65,,,,,,
7,2,14,7,3,24,36,29,26,65.43333333,,,,,,
8,2,16,9,3,24,34,30,23,65.13333333,,,,,,
9,2,1,7,6,25,34,27,26,66.13333333,,,,,,
10,2,13,10,17,25,36,29,23,66.66666667,,,,,,
11,2,14,9,6,25,21,30,26,66.96666667,,,,,,
12,2,16,10,17,25,33,27,26,67.76666667,,,,,,
13,2,1,9,17,28,36,30,37,65.33333333,,,,,,
14,2,13,7,3,28,34,29,37,63.7,,,,,,
15,2,14,10,6,28,33,27,23,64.46666667,,,,,,
16,2,16,10,3,28,21,29,26,63.4,,,,,,
17,2,1,9,6,31,21,29,23,64.13333333,,,,,,
18,2,13,7,17,31,33,30,26,66.33333333,,,,,,
19,2,14,7,3,31,34,27,37,66.5,,,,,,
20,2,16,10,6,31,36,27,37,67.56666667,,,,,,
21,2,1,10,17,32,21,30,23,63.1,,,,,,
22,2,13,9,3,32,33,27,23,65.06666667,,,,,,
23,2,14,7,6,32,34,29,23,64.73333333,,,,,,
24,2,16,9,17,32,36,29,26,65.33333333,,,,,,
25,4,1,7,17,22,33,29,37,61.56666667,,,,,,
26,4,13,10,6,22,21,27,26,64.5,,,,,,
27,4,14,9,3,22,36,27,23,64.33333333,,,,,,
28,4,16,7,3,22,34,30,26,66.6,,,,,,
29,4,1,9,6,24,21,30,37,66.1,,,,,,
30,4,13,10,3,24,33,30,23,65.13333333,,,,,,
31,4,14,10,17,24,34,29,26,64.6,,,,,,
32,4,16,10,6,24,36,29,37,66.9,,,,,,
33,4,1,7,3,25,36,30,37,66.46666667,,,,,,
34,4,13,9,17,25,34,27,23,66.56666667,,,,,,
35,4,14,7,6,25,33,29,37,64.7,,,,,,
36,4,16,7,17,25,21,27,23,64.3,,,,,,
37,4,1,10,6,28,34,30,26,62.3,,,,,,
38,4,13,7,17,28,36,27,26,60.63333333,,,,,,
39,4,14,9,3,28,21,29,37,63.53333333,,,,,,
40,4,16,9,6,28,33,30,37,62.33333333,,,,,,
41,4,1,9,3,31,33,27,26,65.66666667,,,,,,
42,4,13,10,3,31,21,30,37,66,,,,,,
43,4,14,7,17,31,36,30,23,62.3,,,,,,
44,4,16,9,6,31,34,29,26,67.43333333,,,,,,
45,4,1,7,3,32,33,30,26,66.3,,,,,,
46,4,13,7,6,32,21,29,37,63.46666667,,,,,,
47,4,14,10,3,32,36,27,37,64.83333333,,,,,,
48,4,16,10,17,32,34,27,37,66.3,,,,,,
49,5,1,9,17,22,34,27,37,62.46666667,,,,,,
50,5,13,10,3,22,36,29,23,63.5,,,,,,
51,5,14,7,6,22,21,30,26,66.46666667,,,,,,
52,5,16,10,17,22,33,30,23,65.1,,,,,,
53,5,1,7,17,24,36,27,23,64.9,,,,,,
54,5,13,7,6,24,34,30,37,64.3,,,,,,
55,5,14,9,3,24,33,27,26,63.3,,,,,,
56,5,16,9,6,24,21,29,23,64.53333333,,,,,,
57,5,1,10,3,25,21,29,26,66.5,,,,,,
58,5,13,9,17,25,33,30,37,65.73333333,,,,,,
59,5,14,10,3,25,34,27,23,67.43333333,,,,,,
60,5,16,9,6,25,36,27,26,68.2,,,,,,
61,5,1,7,6,28,33,29,23,63.96666667,,,,,,
62,5,13,9,17,28,21,27,23,64.5,,,,,,
63,5,14,10,17,28,36,29,37,66.63333333,,,,,,
64,5,16,7,3,28,34,30,23,66.5,,,,,,
65,5,1,10,17,31,34,29,26,67.4,,,,,,
66,5,13,9,6,31,36,30,26,67.43333333,,,,,,
67,5,14,7,6,31,21,27,23,66.7,,,,,,
68,5,16,7,3,31,33,29,37,68.03333333,,,,,,
69,5,1,9,3,32,34,30,37,66.3,,,,,,
70,5,13,10,6,32,36,30,26,67.9,,,,,,
71,5,14,9,17,32,21,27,26,64.86666667,,,,,,
72,5,16,7,17,32,33,29,23,64.5,,,,,,
