73,8,1,10,6,22,36,27,26,64.36666667,,,,,,
74,8,13,7,17,22,34,29,23,59.76666667,,,,,,
75,8,14,9,3,22,33,30,37,66.13333333,,,,,,
76,8,16,9,17,22,21,29,37,64.66666667,,,,,,
77,8,1,9,3,24,34,27,23,63.83333333,,,,,,
78,8,13,9,6,24,36,30,26,66.56666667,,,,,,
79,8,14,10,3,24,21,29,26,64,,,,,,
80,8,16,7,6,24,33,27,37,60.76666667,,,,,,
81,8,1,10,17,25,33,30,23,64.56666667,,,,,,
82,8,13,7,3,25,21,27,26,66.1,,,,,,
83,8,14,7,6,25,36,29,23,63.26666667,,,,,,
84,8,16,10,3,25,34,30,37,65.23333333,,,,,,
85,8,1,7,6,28,21,30,23,62.1,,,,,,
86,8,13,10,17,28,33,27,26,63.23333333,,,,,,
87,8,14,9,17,28,34,27,26,62.83333333,,,,,,
88,8,16,7,3,28,36,27,37,64.96666667,,,,,,
89,8,1,7,17,31,36,29,37,63.03333333,,,,,,
90,8,13,10,6,31,34,30,23,64.43333333,,,,,,
91,8,14,9,17,31,33,29,26,66.26666667,,,,,,
92,8,16,9,17,31,21,30,23,63.8,,,,,,
93,8,1,7,6,32,36,27,23,61.63333333,,,,,,
94,8,13,10,17,32,34,29,26,65.8,,,,,,
95,8,14,9,6,32,33,30,37,65.9,,,,,,
96,8,16,9,3,32,21,29,26,65.9,,,,,,
97,11,1,10,3,22,21,30,37,66.43333333,,,,,,
98,11,13,9,6,22,33,27,37,63.66666667,,,,,,
99,11,14,7,6,22,34,29,23,63.63333333,,,,,,
100,11,16,10,17,22,36,27,26,65.6,,,,,,
101,11,1,7,17,24,33,30,26,64.4,,,,,,
102,11,13,7,3,24,21,29,23,65,,,,,,
103,11,14,9,3,24,36,30,37,67.7,,,,,,
104,11,16,10,6,24,34,27,23,64.33333333,,,,,,
105,11,1,9,3,25,34,29,26,67.7,,,,,,
106,11,13,10,6,25,36,30,23,67.06666667,,,,,,
107,11,14,9,17,25,21,27,37,66.93333333,,,,,,
108,11,16,7,3,25,33,29,37,68.53333333,,,,,,
109,11,1,7,6,28,36,27,23,64.93333333,,,,,,
110,11,13,10,17,28,34,29,26,64.66666667,,,,,,
111,11,14,10,3,28,33,30,37,62.66666667,,,,,,
112,11,16,9,6,28,21,30,26,66.76666667,,,,,,
113,11,1,9,3,31,21,27,23,66.43333333,,,,,,
114,11,13,10,6,31,33,29,23,66.9,,,,,,
115,11,14,7,17,31,34,30,37,65.86666667,,,,,,
116,11,16,10,3,31,36,29,26,67.3,,,,,,
117,11,1,9,17,32,21,29,23,63.46666667,,,,,,
118,11,13,10,3,32,33,27,37,64.5,,,,,,
119,11,14,7,6,32,34,30,26,66.96666667,,,,,,
120,11,16,10,6,32,36,30,37,67,,,,,,
121,12,1,9,17,22,21,27,37,62.8,,,,,,
122,12,13,10,3,22,33,30,23,63.43333333,,,,,,
123,12,14,7,6,22,34,29,26,65.06666667,,,,,,
124,12,16,9,3,22,36,29,37,64.73333333,,,,,,
125,12,1,7,17,24,33,29,23,64.16666667,,,,,,
126,12,13,10,6,24,21,27,26,64.26666667,,,,,,
127,12,14,9,6,24,36,30,23,65.93333333,,,,,,
128,12,16,10,17,24,34,30,37,63.4,,,,,,
129,12,1,9,3,25,34,27,26,66.33333333,,,,,,
130,12,13,7,17,25,36,27,37,67.63333333,,,,,,
131,12,14,10,3,25,21,29,23,65.1,,,,,,
132,12,16,7,6,25,33,27,26,67.53333333,,,,,,
133,12,1,10,3,28,36,30,26,65.16666667,,,,,,
134,12,13,9,6,28,34,29,37,63.83333333,,,,,,
135,12,14,7,17,28,33,27,23,64.4,,,,,,
136,12,16,7,17,28,21,30,23,65.16666667,,,,,,
137,12,1,9,6,31,21,30,37,65.36666667,,,,,,
138,12,13,10,3,31,33,27,26,65.23333333,,,,,,
139,12,14,10,17,31,34,29,23,66.1,,,,,,
140,12,16,7,3,31,36,30,23,64.7,,,,,,
141,12,1,9,17,32,21,27,26,63.76666667,,,,,,
142,12,13,9,3,32,33,29,37,65.4,,,,,,
143,12,14,10,6,32,34,30,37,66.56666667,,,,,,
144,12,16,7,3,32,36,30,23,65,,,,,,
145,4,16,7,17,24,33,27,26,61.13333333,,,,,,
146,5,13,7,6,25,21,30,37,67.96666667,,,,,,
147,8,13,9,6,25,36,27,37,66.76666667,,,,,,
148,4,1,9,6,32,36,29,23,63.76666667,,,,,,
149,5,1,10,3,24,33,30,37,64.13333333,,,,,,
150,4,1,10,3,25,34,29,26,66.73333333,,,,,,
151,12,14,10,3,24,21,30,37,65.03333333,,,,,,
152,2,13,10,3,25,34,27,37,66.3,,,,,,
153,8,1,9,3,31,21,27,26,65.43333333,,,,,,
154,2,16,9,6,24,36,30,37,66.96666667,,,,,,
155,8,14,9,17,24,36,29,26,64.7,,,,,,
156,2,16,10,17,31,33,27,23,67.8,,,,,,
157,4,13,9,6,28,36,30,23,66.2,,,,,,
158,8,14,9,17,28,21,29,26,63.33333333,,,,,,
159,12,14,7,3,25,34,30,26,64.1,,,,,,
160,5,13,7,17,28,33,29,26,64.53333333,,,,,,
161,2,1,10,3,32,34,30,37,65.5,,,,,,
,,,,,,,,,,Max,Min ,Range ,Average ,SD,Coeff. Var. 
,,,,,,,,,,68.53333333,59.76666667,8.766666667,65.12360248,1.671048648,0.025659647
