1,2,1,7,3,22,21,27,23,63.66666667,,,,,,
2,2,1,9,6,22,33,29,26,63.66666667,,,,,,
3,2,1,10,17,22,34,30,37,65.53333333,,,,,,
4,2,1,7,6,22,36,30,23,64.06666667,,,,,,
5,2,13,9,17,22,21,27,26,65.06666667,,,,,,
6,2,13,10,3,22,33,29,37,64.16666667,,,,,,
7,2,13,7,6,22,34,27,37,64,,,,,,
8,2,13,9,3,22,36,30,26,65.93333333,,,,,,
9,2,14,10,6,22,21,29,23,63.36666667,,,,,,
10,2,14,7,17,22,33,27,23,63.83333333,,,,,,
11,2,14,9,3,22,34,29,37,63.9,,,,,,
12,2,14,10,17,22,36,27,26,64.83333333,,,,,,
13,2,16,7,6,22,21,30,26,66.26666667,,,,,,
14,2,16,9,3,22,33,27,23,63.86666667,,,,,,
15,2,16,10,3,22,34,30,23,64.1,,,,,,
16,2,16,7,17,22,36,29,37,65.23333333,,,,,,
17,2,1,9,6,24,21,30,37,65.83333333,,,,,,
18,2,1,10,17,24,33,29,23,63.76666667,,,,,,
19,2,1,7,3,24,34,29,26,63.1,,,,,,
20,2,1,9,17,24,36,27,37,63.93333333,,,,,,
21,2,13,10,3,24,21,27,26,62.73333333,,,,,,
22,2,13,7,6,24,33,30,23,66.7,,,,,,
23,2,13,9,17,24,34,29,23,64.43333333,,,,,,
24,2,13,10,6,24,36,29,26,67.03333333,,,,,,
25,2,14,7,17,24,21,30,37,67.16666667,,,,,,
26,2,14,9,3,24,33,30,26,63.1,,,,,,
27,2,14,10,6,24,34,27,37,63.83333333,,,,,,
28,2,14,7,3,24,36,27,23,65.03333333,,,,,,
29,2,16,9,17,24,21,29,26,64.73333333,,,,,,
30,2,16,10,6,24,33,27,37,63.93333333,,,,,,
31,2,16,7,17,24,34,27,26,63.86666667,,,,,,
32,2,16,9,6,24,36,30,23,65.43333333,,,,,,
33,2,1,10,17,25,21,27,26,66.5,,,,,,
34,2,1,7,3,25,33,30,37,64.33333333,,,,,,
35,2,1,9,6,25,34,27,23,66.16666667,,,,,,
36,2,1,10,3,25,36,29,23,65.33333333,,,,,,
37,2,13,7,6,25,21,29,37,67.26666667,,,,,,
38,2,13,9,17,25,33,30,37,64.63333333,,,,,,
39,2,13,10,3,25,34,30,26,63.93333333,,,,,,
40,2,13,7,17,25,36,27,23,66.83333333,,,,,,
41,2,14,9,3,25,21,27,37,66.1,,,,,,
42,2,14,10,6,25,33,30,26,65.13333333,,,,,,
43,2,14,7,17,25,34,29,26,67.83333333,,,,,,
44,2,14,9,6,25,36,29,37,67.2,,,,,,
45,2,16,10,3,25,21,29,37,67.13333333,,,,,,
46,2,16,7,17,25,33,30,23,65.06666667,,,,,,
47,2,16,9,6,25,34,29,26,66.93333333,,,,,,
48,2,16,10,17,25,36,30,26,67.5,,,,,,
49,2,1,7,17,28,21,29,23,64.06666667,,,,,,
50,2,1,9,3,28,33,27,26,61.63333333,,,,,,
51,2,1,10,6,28,34,30,26,62.33333333,,,,,,
52,2,1,7,3,28,36,30,37,66.36666667,,,,,,
53,2,13,9,6,28,21,27,23,65.06666667,,,,,,
54,2,13,10,17,28,33,27,37,64.26666667,,,,,,
55,2,13,7,3,28,34,29,23,64.7,,,,,,
56,2,13,9,17,28,36,29,26,65.86666667,,,,,,
57,2,14,10,3,28,21,30,23,65.6,,,,,,
58,2,14,7,6,28,33,29,37,65.7,,,,,,
59,2,14,9,17,28,34,30,23,65.73333333,,,,,,
60,2,14,10,6,28,36,27,23,65.46666667,,,,,,
61,2,16,7,3,28,21,27,26,63.8,,,,,,
62,2,16,9,6,28,33,30,37,62.5,,,,,,
63,2,16,10,17,28,34,29,37,64.73333333,,,,,,
64,2,16,7,6,28,36,27,26,65,,,,,,
65,2,1,9,3,31,21,29,23,63.63333333,,,,,,
66,2,1,10,6,31,33,27,37,66.83333333,,,,,,
67,2,1,7,17,31,34,30,26,64.93333333,,,,,,
68,2,1,9,6,31,36,30,26,65.63333333,,,,,,
69,2,13,10,17,31,21,30,23,64.56666667,,,,,,
70,2,13,7,3,31,33,27,26,67.23333333,,,,,,
71,2,13,9,6,31,34,29,37,67.36666667,,,,,,
72,2,13,10,3,31,36,29,37,66.4,,,,,,
73,2,14,7,6,31,21,27,23,66.43333333,,,,,,
74,2,14,9,17,31,33,29,26,66.9,,,,,,
75,2,14,10,3,31,34,27,26,65.56666667,,,,,,
76,2,14,7,17,31,36,30,37,67.16666667,,,,,,
77,2,16,9,6,31,21,27,37,67.03333333,,,,,,
78,2,16,10,3,31,33,30,26,65.8,,,,,,
79,2,16,7,3,31,34,29,23,65.23333333,,,,,,
80,2,16,9,3,31,36,27,23,66.2,,,,,,
81,2,1,10,3,32,21,30,37,65.6,,,,,,
82,2,1,7,17,32,33,27,37,63.8,,,,,,
83,2,1,9,6,32,34,29,37,63.26666667,,,,,,
84,2,1,10,17,32,36,29,26,64.7,,,,,,
85,2,13,7,3,32,21,29,26,65.83333333,,,,,,
86,2,13,9,6,32,33,27,26,65.46666667,,,,,,
87,2,13,10,17,32,34,27,23,65.46666667,,,,,,
88,2,13,7,6,32,36,30,37,67.16666667,,,,,,
89,2,14,9,17,32,21,30,26,66.73333333,,,,,,
90,2,14,10,3,32,33,29,23,64.53333333,,,,,,
91,2,14,7,3,32,34,30,23,64.26666667,,,,,,
92,2,14,9,3,32,36,27,37,64.63333333,,,,,,
93,2,16,10,6,32,21,27,23,65.06666667,,,,,,
94,2,16,7,3,32,33,29,37,65.43333333,,,,,,
95,2,16,9,17,32,34,30,37,65.86666667,,,,,,
96,2,16,10,3,32,36,30,26,66.56666667,,,,,,
97,4,1,9,17,22,21,30,23,63.83333333,,,,,,
98,4,1,7,6,22,33,29,23,61.13333333,,,,,,
99,4,1,10,3,22,34,27,26,63.5,,,,,,
100,4,1,9,3,22,36,29,37,64.76666667,,,,,,
101,4,13,7,17,22,21,29,26,61.63333333,,,,,,
102,4,13,9,6,22,33,30,37,65.83333333,,,,,,
103,4,13,10,6,22,34,29,23,64.13333333,,,,,,
104,4,13,7,3,22,36,27,23,65.1,,,,,,
105,4,14,10,17,22,21,27,37,64.63333333,,,,,,
106,4,14,9,6,22,33,27,26,64.06666667,,,,,,
107,4,14,7,17,22,34,30,26,63.53333333,,,,,,
108,4,14,10,3,22,36,30,37,65.8,,,,,,
109,4,16,9,3,22,21,29,26,64.7,,,,,,
110,4,16,10,17,22,33,29,23,65.53333333,,,,,,
111,4,16,7,6,22,34,27,37,60.33333333,,,,,,
112,4,16,9,6,22,36,30,23,64.9,,,,,,
113,4,1,7,6,24,21,27,26,61.8,,,,,,
114,4,1,9,17,24,33,30,26,63.63333333,,,,,,
115,4,1,10,17,24,34,29,37,65.23333333,,,,,,
116,4,1,7,17,24,36,30,23,63.66666667,,,,,,
117,4,13,9,3,24,21,30,37,66.16666667,,,,,,
118,4,13,10,3,24,33,29,26,64.66666667,,,,,,
119,4,13,7,3,24,34,30,37,63.4,,,,,,
120,4,13,9,6,24,36,27,37,65.7,,,,,,
121,4,14,10,6,24,21,30,23,66.16666667,,,,,,
122,4,14,7,3,24,33,29,37,65.5,,,,,,
123,4,14,9,6,24,34,29,23,64.1,,,,,,
124,4,14,10,17,24,36,29,26,66.43333333,,,,,,
125,4,16,7,3,24,21,30,23,66.06666667,,,,,,
126,4,16,9,17,24,33,27,23,65.76666667,,,,,,
127,4,16,10,3,24,34,27,23,64.73333333,,,,,,
128,4,16,7,6,24,36,29,26,62.33333333,,,,,,
129,4,1,10,6,25,21,29,37,67.6,,,,,,
130,4,1,9,3,25,33,27,23,66.63333333,,,,,,
131,4,1,7,6,25,34,30,23,62.63333333,,,,,,
132,4,1,10,6,25,36,27,26,67.73333333,,,,,,
133,4,13,9,17,25,21,29,23,66.2,,,,,,
134,4,13,7,17,25,33,27,26,64.36666667,,,,,,
