1,2,1,3,22,21,23,62.16666667,,,,,,
2,2,1,3,22,21,26,61.16666667,,,,,,
3,2,1,3,22,21,37,61.16666667,,,,,,
4,2,1,6,22,21,23,62.56666667,,,,,,
5,2,1,6,22,21,26,61.9,,,,,,
6,2,1,6,22,21,37,61.9,,,,,,
7,2,1,17,22,21,23,62.56666667,,,,,,
8,2,1,17,22,21,26,61.9,,,,,,
9,2,1,17,22,21,37,61.9,,,,,,
10,2,1,3,24,21,23,62.83333333,,,,,,
11,2,1,3,24,21,26,61.3,,,,,,
12,2,1,3,24,21,37,61.3,,,,,,
13,2,1,6,24,21,23,62.76666667,,,,,,
14,2,1,6,24,21,26,62.33333333,,,,,,
15,2,1,6,24,21,37,62.33333333,,,,,,
16,2,1,17,24,21,23,62.76666667,,,,,,
17,2,1,17,24,21,26,62.33333333,,,,,,
18,2,1,17,24,21,37,62.33333333,,,,,,
19,2,1,3,25,21,23,62.83333333,,,,,,
20,2,1,3,25,21,26,65.83333333,,,,,,
21,2,1,3,25,21,37,65.83333333,,,,,,
22,2,1,6,25,21,23,62.7,,,,,,
23,2,1,6,25,21,26,65.9,,,,,,
24,2,1,6,25,21,37,65.9,,,,,,
25,2,1,17,25,21,23,62.7,,,,,,
26,2,1,17,25,21,26,65.9,,,,,,
27,2,1,17,25,21,37,65.9,,,,,,
28,2,1,3,28,21,23,62.56666667,,,,,,
29,2,1,3,28,21,26,60.76666667,,,,,,
30,2,1,3,28,21,37,60.76666667,,,,,,
31,2,1,6,28,21,23,62.8,,,,,,
32,2,1,6,28,21,26,62.33333333,,,,,,
33,2,1,6,28,21,37,62.36666667,,,,,,
34,2,1,17,28,21,23,62.76666667,,,,,,
35,2,1,17,28,21,26,62.33333333,,,,,,
36,2,1,17,28,21,37,62.36666667,,,,,,
37,2,1,3,31,21,23,62.53333333,,,,,,
38,2,1,3,31,21,26,65.5,,,,,,
39,2,1,3,31,21,37,65.5,,,,,,
40,2,1,6,31,21,23,62.9,,,,,,
41,2,1,6,31,21,26,65.26666667,,,,,,
42,2,1,6,31,21,37,65.26666667,,,,,,
43,2,1,17,31,21,23,62.9,,,,,,
44,2,1,17,31,21,26,65.26666667,,,,,,
45,2,1,17,31,21,37,65.26666667,,,,,,
46,2,1,3,32,21,23,62.23333333,,,,,,
47,2,1,3,32,21,26,62.73333333,,,,,,
48,2,1,3,32,21,37,62.73333333,,,,,,
49,2,1,6,32,21,23,62.86666667,,,,,,
50,2,1,6,32,21,26,63.43333333,,,,,,
51,2,1,6,32,21,37,63.43333333,,,,,,
52,2,1,17,32,21,23,62.86666667,,,,,,
53,2,1,17,32,21,26,63.43333333,,,,,,
54,2,1,17,32,21,37,63.43333333,,,,,,
55,4,1,3,22,21,23,62.6,,,,,,
56,4,1,3,22,21,26,62.16666667,,,,,,
57,4,1,3,22,21,37,62.16666667,,,,,,
58,4,1,6,22,21,23,59.26666667,,,,,,
59,4,1,6,22,21,26,61.26666667,,,,,,
60,4,1,6,22,21,37,61.3,,,,,,
