1,2,1,3,22,21,23,62.16666667,,,,,,
2,2,1,6,24,21,26,62.33333333,,,,,,
3,2,1,17,25,21,37,65.9,,,,,,
4,2,1,3,28,21,26,60.76666667,,,,,,
5,2,1,6,31,21,23,62.9,,,,,,
6,2,1,17,32,21,23,62.86666667,,,,,,
7,4,1,6,22,21,37,61.3,,,,,,
8,4,1,3,24,21,37,62.06666667,,,,,,
9,4,1,17,25,21,26,62.73333333,,,,,,
10,4,1,6,28,21,23,60.06666667,,,,,,
11,4,1,3,31,21,26,65.1,,,,,,
12,4,1,3,32,21,23,62.86666667,,,,,,
13,5,1,17,22,21,26,62.6,,,,,,
14,5,1,6,24,21,23,63.53333333,,,,,,
15,5,1,3,25,21,37,65.7,,,,,,
16,5,1,17,28,21,37,61.96666667,,,,,,
17,5,1,17,31,21,23,62.53333333,,,,,,
18,5,1,6,32,21,26,63.16666667,,,,,,
19,8,1,3,22,21,37,62.4,,,,,,
20,8,1,17,24,21,26,59.83333333,,,,,,
21,8,1,6,25,21,23,60.56666667,,,,,,
22,8,1,3,28,21,23,63.03333333,,,,,,
23,8,1,6,31,21,37,61.83333333,,,,,,
24,8,1,17,32,21,37,59.9,,,,,,
25,11,1,3,22,21,26,61.96666667,,,,,,
26,11,1,6,24,21,37,62.5,,,,,,
27,11,1,17,25,21,23,63.06666667,,,,,,
28,11,1,3,28,21,37,60.8,,,,,,
29,11,1,6,31,21,26,66,,,,,,
30,11,1,17,32,21,26,63.43333333,,,,,,
31,12,1,3,22,21,23,62.33333333,,,,,,
32,12,1,6,24,21,26,62.73333333,,,,,,
33,12,1,17,25,21,37,66,,,,,,
34,12,1,3,28,21,26,60.73333333,,,,,,
35,12,1,6,31,21,23,63.23333333,,,,,,
36,12,1,17,32,21,23,63.3,,,,,,
37,2,1,6,22,27,37,62,,,,,,
38,2,1,3,24,27,23,61.8,,,,,,
39,2,1,17,25,27,26,65.7,,,,,,
40,2,1,6,28,27,26,62,,,,,,
41,2,1,3,31,27,37,64.53333333,,,,,,
42,2,1,3,32,27,26,62.73333333,,,,,,
43,4,1,17,22,27,23,60.5,,,,,,
44,4,1,6,24,27,26,59.8,,,,,,
45,4,1,3,25,27,37,64.73333333,,,,,,
46,4,1,17,28,27,37,59.53333333,,,,,,
47,4,1,6,31,27,23,63.36666667,,,,,,
48,4,1,17,32,27,37,60.9,,,,,,
49,5,1,3,22,27,23,62.66666667,,,,,,
50,5,1,17,24,27,37,62.36666667,,,,,,
51,5,1,6,25,27,26,66.16666667,,,,,,
52,5,1,3,28,27,26,60.9,,,,,,
53,5,1,6,31,27,37,66.03333333,,,,,,
54,5,1,17,32,27,23,63.13333333,,,,,,
55,8,1,6,22,27,26,58.13333333,,,,,,
56,8,1,3,24,27,37,61.76666667,,,,,,
57,8,1,17,25,27,23,62.8,,,,,,
58,8,1,6,28,27,37,58.4,,,,,,
59,8,1,17,31,27,26,61.56666667,,,,,,
60,8,1,6,32,27,23,60.33333333,,,,,,
61,11,1,17,22,27,37,62.5,,,,,,
62,11,1,3,24,27,26,60.86666667,,,,,,
63,11,1,6,25,27,23,66.03333333,,,,,,
64,11,1,17,28,27,23,62.96666667,,,,,,
65,11,1,3,31,27,23,65.13333333,,,,,,
66,11,1,3,32,27,37,62.4,,,,,,
67,12,1,6,22,27,37,62.2,,,,,,
68,12,1,3,24,27,23,62.33333333,,,,,,
69,12,1,17,25,27,26,65.76666667,,,,,,
70,12,1,6,28,27,23,62.6,,,,,,
71,12,1,3,31,27,26,64.7,,,,,,
72,12,1,3,32,27,37,62.86666667,,,,,,
73,2,1,17,22,29,26,62.86666667,,,,,,
74,2,1,6,24,29,37,62.46666667,,,,,,
75,2,1,3,25,29,23,64.36666667,,,,,,
76,2,1,17,28,29,37,62.6,,,,,,
77,2,1,17,31,29,23,63.6,,,,,,
78,2,1,6,32,29,26,63.5,,,,,,
79,4,1,3,22,29,26,63.2,,,,,,
80,4,1,17,24,29,23,60.26666667,,,,,,
81,4,1,6,25,29,37,63.23333333,,,,,,
82,4,1,3,28,29,26,63.13333333,,,,,,
83,4,1,6,31,29,26,62.33333333,,,,,,
84,4,1,17,32,29,26,61.9,,,,,,
85,5,1,6,22,29,23,61.8,,,,,,
86,5,1,3,24,29,26,61.26666667,,,,,,
87,5,1,17,25,29,37,66.06666667,,,,,,
88,5,1,6,28,29,23,63.13333333,,,,,,
89,5,1,3,31,29,37,64.43333333,,,,,,
90,5,1,3,32,29,37,63.26666667,,,,,,
91,8,1,17,22,29,23,58.46666667,,,,,,
92,8,1,6,24,29,26,59.26666667,,,,,,
93,8,1,3,25,29,26,65.33333333,,,,,,
94,8,1,17,28,29,26,58.9,,,,,,
95,8,1,3,31,29,23,63.33333333,,,,,,
96,8,1,3,32,29,37,63.96666667,,,,,,
97,11,1,6,22,29,37,62.9,,,,,,
98,11,1,17,24,29,23,63.43333333,,,,,,
99,11,1,3,25,29,37,65,,,,,,
100,11,1,6,28,29,26,62.33333333,,,,,,
101,11,1,17,31,29,37,65.56666667,,,,,,
102,11,1,6,32,29,23,62.66666667,,,,,,
103,12,1,17,22,29,26,62.9,,,,,,
104,12,1,6,24,29,23,63.6,,,,,,
105,12,1,3,25,29,37,65.06666667,,,,,,
106,12,1,17,28,29,23,63.53333333,,,,,,
107,12,1,17,31,29,37,65.3,,,,,,
108,12,1,6,32,29,37,63.3,,,,,,
109,2,1,3,22,30,26,63.86666667,,,,,,
110,2,1,17,24,30,23,62.83333333,,,,,,
111,2,1,6,25,30,37,61.4,,,,,,
112,2,1,3,28,30,23,62.46666667,,,,,,
113,2,1,6,31,30,26,63.13333333,,,,,,
114,2,1,17,32,30,37,64.13333333,,,,,,
115,4,1,6,22,30,23,59.7,,,,,,
116,4,1,3,24,30,26,61.2,,,,,,
117,4,1,17,25,30,23,61.2,,,,,,
118,4,1,6,28,30,37,59.13333333,,,,,,
119,4,1,17,31,30,37,61.63333333,,,,,,
120,4,1,6,32,30,26,62.83333333,,,,,,
121,5,1,17,22,30,37,64.93333333,,,,,,
122,5,1,6,24,30,26,60.86666667,,,,,,
123,5,1,3,25,30,23,61.96666667,,,,,,
124,5,1,17,28,30,26,60.73333333,,,,,,
125,5,1,3,31,30,26,64.06666667,,,,,,
126,5,1,3,32,30,23,62.13333333,,,,,,
127,8,1,3,22,30,23,61.93333333,,,,,,
128,8,1,6,24,30,37,58.96666667,,,,,,
129,8,1,17,25,30,26,59.33333333,,,,,,
130,8,1,3,28,30,37,60.13333333,,,,,,
131,8,1,6,31,30,23,59.73333333,,,,,,
132,8,1,17,32,30,26,61.3,,,,,,
133,11,1,3,22,30,23,61.8,,,,,,
134,11,1,6,24,30,26,60.86666667,,,,,,
135,11,1,17,25,30,37,61.13333333,,,,,,
136,11,1,3,28,30,26,59.86666667,,,,,,
137,11,1,6,31,30,37,62.96666667,,,,,,
138,11,1,17,32,30,23,62.3,,,,,,
139,12,1,3,22,30,37,64.83333333,,,,,,
140,12,1,17,24,30,26,60.53333333,,,,,,
141,12,1,6,25,30,23,62.4,,,,,,
142,12,1,3,28,30,23,62.76666667,,,,,,
143,12,1,6,31,30,26,62.83333333,,,,,,
144,12,1,17,32,30,37,64.33333333,,,,,,
145,2,1,3,22,33,37,62.3,,,,,,
146,2,1,6,24,33,23,61.43333333,,,,,,
147,2,1,17,25,33,26,61.3,,,,,,
148,2,1,3,28,33,23,61.6,,,,,,
149,2,1,6,31,33,37,61.4,,,,,,
150,2,1,17,32,33,23,61.96666667,,,,,,
151,4,1,6,22,33,26,60.46666667,,,,,,
152,4,1,3,24,33,26,59.76666667,,,,,,
153,4,1,17,25,33,37,59.96666667,,,,,,
154,4,1,6,28,33,23,59.93333333,,,,,,
155,4,1,3,31,33,23,62.46666667,,,,,,
156,4,1,3,32,33,37,64.03333333,,,,,,
157,5,1,17,22,33,23,60,,,,,,
158,5,1,6,24,33,37,59.16666667,,,,,,
159,5,1,3,25,33,26,62.03333333,,,,,,
160,5,1,17,28,33,26,56.46666667,,,,,,
161,5,1,17,31,33,26,61.86666667,,,,,,
162,5,1,6,32,33,23,61.26666667,,,,,,
163,8,1,3,22,33,26,62.63333333,,,,,,
164,8,1,17,24,33,23,57.73333333,,,,,,
165,8,1,6,25,33,37,59.4,,,,,,
166,8,1,3,28,33,37,57.36666667,,,,,,
167,8,1,6,31,33,26,59.76666667,,,,,,
168,8,1,17,32,33,26,60.26666667,,,,,,
169,11,1,3,22,33,37,62.73333333,,,,,,
170,11,1,6,24,33,23,60.56666667,,,,,,
171,11,1,17,25,33,26,61.76666667,,,,,,
172,11,1,3,28,33,23,61.16666667,,,,,,
173,11,1,6,31,33,23,62.1,,,,,,
174,11,1,17,32,33,37,62.4,,,,,,
175,12,1,3,22,33,26,62.36666667,,,,,,
176,12,1,6,24,33,37,59.53333333,,,,,,
177,12,1,17,25,33,23,62.63333333,,,,,,
178,12,1,3,28,33,37,54.93333333,,,,,,
179,12,1,6,31,33,26,61.46666667,,,,,,
180,12,1,17,32,33,26,62.8,,,,,,
181,2,1,3,22,34,37,62.13333333,,,,,,
182,2,1,6,24,34,23,60.9,,,,,,
183,2,1,17,25,34,23,62.16666667,,,,,,
184,2,1,3,28,34,26,55.53333333,,,,,,
185,2,1,6,31,34,37,60.96666667,,,,,,
186,2,1,17,32,34,26,62.66666667,,,,,,
187,4,1,6,22,34,26,60.2,,,,,,
188,4,1,3,24,34,23,61.73333333,,,,,,
189,4,1,17,25,34,37,60.13333333,,,,,,
190,4,1,6,28,34,37,55.83333333,,,,,,
191,4,1,3,31,34,37,61.36666667,,,,,,
192,4,1,3,32,34,26,63.76666667,,,,,,
193,5,1,17,22,34,23,59.9,,,,,,
194,5,1,6,24,34,37,58.46666667,,,,,,
195,5,1,3,25,34,26,61.3,,,,,,
196,5,1,17,28,34,23,61.06666667,,,,,,
197,5,1,17,31,34,37,61.3,,,,,,
198,5,1,6,32,34,23,60.86666667,,,,,,
199,8,1,3,22,34,23,61.06666667,,,,,,
200,8,1,17,24,34,26,56.66666667,,,,,,
201,8,1,6,25,34,37,59.3,,,,,,
202,8,1,3,28,34,26,57.13333333,,,,,,
203,8,1,6,31,34,23,59.13333333,,,,,,
204,8,1,17,32,34,37,60.33333333,,,,,,
205,11,1,3,22,34,26,61.96666667,,,,,,
206,11,1,6,24,34,23,60.63333333,,,,,,
207,11,1,17,25,34,37,60.96666667,,,,,,
208,11,1,3,28,34,23,60.9,,,,,,
209,11,1,6,31,34,26,60.9,,,,,,
210,11,1,17,32,34,23,60.96666667,,,,,,
211,12,1,3,22,34,37,62.13333333,,,,,,
212,12,1,6,24,34,26,58.6,,,,,,
213,12,1,17,25,34,23,62.23333333,,,,,,
214,12,1,3,28,34,37,54.9,,,,,,
215,12,1,6,31,34,37,60.8,,,,,,
216,12,1,17,32,34,26,62.43333333,,,,,,
217,2,1,3,22,36,23,62.3,,,,,,
218,2,1,6,24,36,26,63.16666667,,,,,,
219,2,1,17,25,36,37,66.2,,,,,,
220,2,1,3,28,36,37,61.96666667,,,,,,
221,2,1,6,31,36,23,63.1,,,,,,
222,2,1,17,32,36,26,63.73333333,,,,,,
223,4,1,6,22,36,37,61.06666667,,,,,,
224,4,1,3,24,36,23,63.43333333,,,,,,
225,4,1,17,25,36,26,63.13333333,,,,,,
226,4,1,6,28,36,26,61.03333333,,,,,,
227,4,1,3,31,36,26,65.2,,,,,,
228,4,1,3,32,36,37,64,,,,,,
