1,2,4,1,13,22,24,21,33,7,10,27,30,3,6,23,26,5,11,25,31,71.13333333,,,,,,
2,2,4,16,14,32,28,36,34,9,10,29,30,3,17,23,37,5,11,25,31,70.93333333,,,,,,
3,2,8,1,14,22,28,21,34,7,10,29,30,3,6,23,37,5,11,25,31,70.56666667,,,,,,
4,2,8,16,13,32,24,36,33,9,10,27,30,3,17,23,26,5,11,25,31,71.3,,,,,,
5,12,4,1,14,32,24,21,34,9,10,27,30,3,6,23,37,5,11,25,31,70.66666667,,,,,,
6,12,4,16,13,22,28,36,33,7,10,29,30,3,17,23,26,5,11,25,31,71.26666667,,,,,,
7,12,8,1,13,32,28,21,33,9,10,29,30,3,17,23,37,5,11,25,31,70.1,,,,,,
8,12,8,16,14,22,24,36,34,7,10,27,30,3,6,23,26,5,11,25,31,71.1,,,,,,
9,12,8,1,13,22,24,36,34,9,10,29,30,3,6,23,26,5,11,25,31,70.03333333,,,,,,
10,2,4,16,14,22,24,21,33,9,10,29,30,3,17,23,37,5,11,25,31,71.1,,,,,,
11,2,4,1,13,32,28,36,34,7,10,27,30,3,17,23,37,5,11,25,31,71.06666667,,,,,,
12,12,8,16,14,32,28,21,33,7,10,27,30,3,6,23,26,5,11,25,31,71.2,,,,,,
13,12,8,16,13,22,24,21,34,7,10,29,30,3,17,23,37,5,11,25,31,70.8,,,,,,
14,2,4,1,14,22,24,36,33,9,10,27,30,3,6,23,37,5,11,25,31,70.8,,,,,,
15,2,4,16,14,32,28,21,33,7,10,27,30,3,6,23,26,5,11,25,31,71.96666667,,,,,,
16,12,8,16,14,32,28,36,34,9,10,29,30,3,6,23,26,5,11,25,31,70.6,,,,,,
17,12,8,1,13,22,24,21,33,7,10,27,30,3,17,23,26,5,11,25,31,70.66666667,,,,,,
18,2,4,1,13,22,24,21,34,9,10,29,30,3,6,23,26,5,11,25,31,70.6,,,,,,
19,12,8,16,13,32,24,36,33,7,10,29,30,3,6,23,37,5,11,25,31,71.06666667,,,,,,
20,12,8,1,14,22,28,36,34,9,10,27,30,3,17,23,26,5,11,25,31,69.9,,,,,,
21,12,8,16,14,22,28,21,34,7,10,27,30,3,17,23,37,5,11,25,31,70.86666667,,,,,,
22,2,4,1,13,32,28,21,33,9,10,27,30,3,6,23,26,5,11,25,31,71.16666667,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Max,Min ,Range ,Average ,SD,Coeff. Var. 
,,,,,,,,,,,,,,,,,,,,,,71.96666667,69.9,2.06666667,70.85909091,0.455264583,0.006424928
