1,2,4,1,13,22,24,21,33,7,10,27,30,3,6,23,26,5,11,25,31,71.13333333,,,,,,
2,2,4,1,14,32,28,36,34,9,10,29,30,3,17,23,37,5,11,25,31,70.46666667,,,,,,
3,2,4,16,13,32,24,36,33,9,10,27,30,3,17,23,26,5,11,25,31,71.66666667,,,,,,
4,2,4,16,14,22,28,21,34,7,10,29,30,3,6,23,37,5,11,25,31,71.33333333,,,,,,
5,2,8,1,13,32,28,21,33,9,10,29,30,3,6,23,26,5,11,25,31,70.46666667,,,,,,
6,2,8,1,14,22,24,36,34,7,10,27,30,3,17,23,37,5,11,25,31,70.8,,,,,,
7,2,8,16,13,22,28,36,33,7,10,29,30,3,17,23,37,5,11,25,31,71.26666667,,,,,,
8,2,8,16,14,32,24,21,34,9,10,27,30,3,6,23,26,5,11,25,31,71.2,,,,,,
9,12,4,1,13,32,24,21,34,7,10,29,30,3,17,23,26,5,11,25,31,70.6,,,,,,
10,12,4,1,14,22,28,36,33,9,10,27,30,3,6,23,37,5,11,25,31,70.5,,,,,,
11,12,4,16,13,22,24,36,34,9,10,29,30,3,6,23,37,5,11,25,31,70.9,,,,,,
12,12,4,16,14,32,28,21,33,7,10,27,30,3,17,23,26,5,11,25,31,71.86666667,,,,,,
13,12,8,1,13,22,28,21,34,9,10,27,30,3,17,23,37,5,11,25,31,69.83333333,,,,,,
14,12,8,1,14,32,24,36,33,7,10,29,30,3,6,23,26,5,11,25,31,70.2,,,,,,
15,12,8,16,13,32,28,36,34,7,10,27,30,3,6,23,37,5,11,25,31,71.03333333,,,,,,
16,12,8,16,14,22,24,21,33,9,10,29,30,3,17,23,26,5,11,25,31,70.93333333,,,,,,
17,12,8,1,13,22,24,36,33,9,10,27,30,3,17,23,26,5,11,25,31,70.36666667,,,,,,
18,2,4,1,14,22,24,21,33,9,10,29,30,3,17,23,37,5,11,25,31,70.76666667,,,,,,
19,12,8,16,13,32,24,21,33,7,10,29,30,3,6,23,37,5,11,25,31,71.06666667,,,,,,
20,12,4,16,14,32,24,36,34,7,10,27,30,3,17,23,37,5,11,25,31,71.56666667,,,,,,
21,2,4,1,13,22,28,36,34,7,10,27,30,3,6,23,26,5,11,25,31,71.16666667,,,,,,
22,2,8,1,14,22,28,21,34,7,10,29,30,3,6,23,26,5,11,25,31,70.56666667,,,,,,
23,2,4,16,13,32,28,21,34,9,10,29,30,3,17,23,26,5,11,25,31,71.16666667,,,,,,
24,12,8,16,14,32,28,36,33,9,10,29,30,3,17,23,37,5,11,25,31,70.83333333,,,,,,
25,2,8,16,13,22,24,21,34,9,10,27,30,3,6,23,37,5,11,25,31,71.3,,,,,,
26,2,8,1,14,32,24,21,33,7,10,27,30,3,17,23,37,5,11,25,31,70.8,,,,,,
27,12,4,16,13,22,28,36,33,7,10,29,30,3,6,23,26,5,11,25,31,71.26666667,,,,,,
28,12,8,1,13,32,28,36,34,9,10,29,30,3,6,23,26,5,11,25,31,69.9,,,,,,
29,2,8,16,14,22,24,36,33,7,10,27,30,3,6,23,26,5,11,25,31,71.46666667,,,,,,
30,12,4,16,14,22,24,21,34,9,10,27,30,3,6,23,26,5,11,25,31,71.26666667,,,,,,
31,12,4,1,14,32,28,21,34,7,10,27,30,3,6,23,37,5,11,25,31,70.6,,,,,,
32,2,8,16,14,22,28,21,33,9,10,27,30,3,17,23,26,5,11,25,31,71.03333333,,,,,,
33,2,4,1,13,32,24,36,33,7,10,29,30,3,6,23,37,5,11,25,31,70.9,,,,,,
34,2,8,16,14,32,28,36,34,7,10,29,30,3,17,23,26,5,11,25,31,71.06666667,,,,,,
35,12,4,1,13,32,24,21,33,9,10,27,30,3,6,23,37,5,11,25,31,70.7,,,,,,
36,2,4,1,13,22,28,21,33,7,10,27,30,3,17,23,37,5,11,25,31,71.16666667,,,,,,
37,2,4,1,14,22,24,36,34,9,10,29,30,3,17,23,26,5,11,25,31,70.5,,,,,,
38,12,8,1,14,32,24,21,34,9,10,29,30,3,17,23,37,5,11,25,31,70.06666667,,,,,,
39,12,8,1,13,22,24,21,34,7,10,29,30,3,6,23,37,5,11,25,31,70.1,,,,,,
40,12,8,16,14,22,28,36,34,7,10,27,30,3,17,23,26,5,11,25,31,71.06666667,,,,,,
41,2,8,1,14,32,28,36,34,9,10,27,30,3,6,23,26,5,11,25,31,70.3,,,,,,
42,12,4,16,14,22,28,21,33,9,10,29,30,3,17,23,37,5,11,25,31,70.76666667,,,,,,
43,2,8,16,14,32,24,21,33,9,10,29,30,3,6,23,37,5,11,25,31,71.06666667,,,,,,
44,2,4,16,14,32,28,36,33,9,10,27,30,3,6,23,26,5,11,25,31,71.63333333,,,,,,
45,12,8,16,13,32,24,36,34,7,10,27,30,3,17,23,26,5,11,25,31,71,,,,,,
46,2,4,16,13,32,24,21,33,9,10,27,30,3,17,23,37,5,11,25,31,71.7,,,,,,
47,12,4,1,14,32,28,36,34,7,10,27,30,3,17,23,26,5,11,25,31,70.63333333,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Max,Min ,Range ,Average ,SD,Coeff. Var. 
,,,,,,,,,,,,,,,,,,,,,,71.86666667,69.83333333,2.03333334,70.89361702,0.472538455,0.006665458
