1,2,4,1,13,22,24,21,33,7,10,27,30,3,6,23,26,5,11,25,31,71.13333333,,,,,,
2,2,4,1,13,32,28,36,34,9,10,29,30,3,17,23,37,5,11,25,31,70.5,,,,,,
3,2,4,1,14,22,28,21,34,7,10,29,30,3,6,23,37,5,11,25,31,70.6,,,,,,
4,2,4,1,14,32,24,36,33,9,10,27,30,3,17,23,26,5,11,25,31,70.83333333,,,,,,
5,2,4,16,13,22,28,36,33,7,10,29,30,3,17,23,26,5,11,25,31,71.66666667,,,,,,
6,2,4,16,13,32,24,21,34,9,10,27,30,3,6,23,37,5,11,25,31,71.56666667,,,,,,
7,2,4,16,14,22,24,36,34,7,10,27,30,3,17,23,37,5,11,25,31,72.03333333,,,,,,
8,2,4,16,14,32,28,21,33,9,10,29,30,3,6,23,26,5,11,25,31,71.4,,,,,,
9,2,8,1,13,22,28,21,33,9,10,27,30,3,17,23,37,5,11,25,31,70.4,,,,,,
10,2,8,1,13,32,24,36,34,7,10,29,30,3,6,23,26,5,11,25,31,70.4,,,,,,
11,2,8,1,14,22,24,21,34,9,10,29,30,3,17,23,26,5,11,25,31,70.3,,,,,,
12,2,8,1,14,32,28,36,33,7,10,27,30,3,6,23,37,5,11,25,31,70.8,,,,,,
13,2,8,16,13,22,24,36,33,9,10,29,30,3,6,23,37,5,11,25,31,71.03333333,,,,,,
14,2,8,16,13,32,28,21,34,7,10,27,30,3,17,23,26,5,11,25,31,71.63333333,,,,,,
15,2,8,16,14,22,28,36,34,9,10,27,30,3,6,23,26,5,11,25,31,70.83333333,,,,,,
16,2,8,16,14,32,24,21,33,7,10,29,30,3,17,23,37,5,11,25,31,71.33333333,,,,,,
17,12,4,1,13,22,28,36,34,7,10,27,30,3,6,23,26,5,11,25,31,70.9,,,,,,
18,12,4,1,13,32,24,21,33,9,10,29,30,3,17,23,37,5,11,25,31,70.6,,,,,,
19,12,4,1,14,22,24,36,33,7,10,29,30,3,6,23,37,5,11,25,31,70.53333333,,,,,,
20,12,4,1,14,32,28,21,34,9,10,27,30,3,17,23,26,5,11,25,31,70.46666667,,,,,,
21,12,4,16,13,22,24,21,34,7,10,29,30,3,17,23,26,5,11,25,31,71.16666667,,,,,,
22,12,4,16,13,32,28,36,33,9,10,27,30,3,6,23,37,5,11,25,31,71.2,,,,,,
23,12,4,16,14,22,28,21,33,7,10,27,30,3,17,23,37,5,11,25,31,71.76666667,,,,,,
24,12,4,16,14,32,24,36,34,9,10,29,30,3,6,23,26,5,11,25,31,70.66666667,,,,,,
25,12,8,1,13,22,24,36,34,9,10,27,30,3,17,23,37,5,11,25,31,70.26666667,,,,,,
26,12,8,1,13,32,28,21,33,7,10,29,30,3,6,23,26,5,11,25,31,70.13333333,,,,,,
27,12,8,1,14,22,28,36,33,9,10,29,30,3,17,23,26,5,11,25,31,70.16666667,,,,,,
28,12,8,1,14,32,24,21,34,7,10,27,30,3,6,23,37,5,11,25,31,70.43333333,,,,,,
29,12,8,16,13,22,28,21,34,9,10,29,30,3,6,23,37,5,11,25,31,70.26666667,,,,,,
30,12,8,16,13,32,24,36,33,7,10,27,30,3,17,23,26,5,11,25,31,71.1,,,,,,
31,12,8,16,14,22,24,21,33,9,10,27,30,3,6,23,26,5,11,25,31,70.9,,,,,,
32,12,8,16,14,32,28,36,34,7,10,29,30,3,17,23,37,5,11,25,31,70.53333333,,,,,,
33,12,8,1,13,22,24,21,33,7,10,29,30,3,17,23,37,5,11,25,31,70.2,,,,,,
34,12,4,1,14,22,24,21,34,9,10,27,30,3,6,23,37,5,11,25,31,70.46666667,,,,,,
35,12,8,16,13,32,24,21,34,9,10,29,30,3,17,23,26,5,11,25,31,71,,,,,,
36,12,4,16,14,32,24,21,33,7,10,27,30,3,6,23,26,5,11,25,31,71.66666667,,,,,,
37,12,4,1,13,22,28,21,33,9,10,29,30,3,6,23,26,5,11,25,31,70.43333333,,,,,,
38,2,8,1,14,22,28,21,33,7,10,27,30,3,17,23,26,5,11,25,31,70.66666667,,,,,,
39,12,4,16,13,32,28,21,34,7,10,27,30,3,6,23,37,5,11,25,31,71.53333333,,,,,,
40,12,8,16,14,32,28,21,33,9,10,29,30,3,17,23,37,5,11,25,31,70.66666667,,,,,,
41,2,4,1,13,22,24,36,34,9,10,29,30,3,6,23,26,5,11,25,31,70.43333333,,,,,,
42,2,8,1,14,22,24,36,33,7,10,29,30,3,17,23,26,5,11,25,31,70.56666667,,,,,,
43,2,4,16,13,32,24,36,33,7,10,29,30,3,6,23,37,5,11,25,31,71.56666667,,,,,,
44,2,8,16,14,32,24,36,34,9,10,27,30,3,17,23,37,5,11,25,31,71.13333333,,,,,,
45,2,8,1,13,22,28,36,34,7,10,27,30,3,17,23,37,5,11,25,31,70.96666667,,,,,,
46,2,4,1,14,22,28,36,34,9,10,27,30,3,17,23,37,5,11,25,31,70.6,,,,,,
47,2,8,16,13,32,28,36,33,9,10,27,30,3,6,23,26,5,11,25,31,71.23333333,,,,,,
48,12,4,16,14,32,28,36,33,7,10,29,30,3,17,23,26,5,11,25,31,71.36666667,,,,,,
49,2,8,16,13,22,24,21,33,7,10,27,30,3,6,23,37,5,11,25,31,71.63333333,,,,,,
50,2,4,1,13,32,24,21,34,7,10,29,30,3,17,23,37,5,11,25,31,70.73333333,,,,,,
51,2,4,16,14,22,28,21,34,9,10,29,30,3,17,23,26,5,11,25,31,70.86666667,,,,,,
52,2,8,1,14,32,28,21,34,9,10,29,30,3,6,23,26,5,11,25,31,70.4,,,,,,
53,12,4,16,13,22,24,36,34,9,10,27,30,3,17,23,26,5,11,25,31,71.36666667,,,,,,
54,12,4,1,13,32,24,36,33,7,10,27,30,3,6,23,26,5,11,25,31,70.73333333,,,,,,
55,12,8,16,14,22,28,36,33,7,10,27,30,3,6,23,37,5,11,25,31,71.06666667,,,,,,
56,12,8,1,14,32,28,36,34,9,10,27,30,3,6,23,37,5,11,25,31,69.96666667,,,,,,
57,2,4,1,14,32,24,21,33,9,10,29,30,3,6,23,37,5,11,25,31,70.86666667,,,,,,
58,2,4,16,13,32,28,21,33,9,10,27,30,3,17,23,37,5,11,25,31,71.56666667,,,,,,
59,12,8,16,14,22,24,36,33,9,10,29,30,3,17,23,37,5,11,25,31,70.7,,,,,,
60,12,8,1,13,22,28,36,33,9,10,27,30,3,6,23,26,5,11,25,31,70.1,,,,,,
61,12,8,16,14,32,24,21,34,7,10,29,30,3,6,23,26,5,11,25,31,70.96666667,,,,,,
62,2,8,1,13,22,28,21,34,7,10,29,30,3,6,23,37,5,11,25,31,70.3,,,,,,
63,12,8,1,14,22,24,36,34,7,10,29,30,3,17,23,26,5,11,25,31,70.03333333,,,,,,
64,12,4,16,13,32,28,36,34,7,10,29,30,3,6,23,26,5,11,25,31,71.2,,,,,,
65,2,4,1,14,32,28,36,33,7,10,29,30,3,17,23,37,5,11,25,31,70.66666667,,,,,,
66,12,4,16,13,22,24,21,33,9,10,27,30,3,17,23,37,5,11,25,31,71.2,,,,,,
67,12,8,1,14,32,24,21,33,9,10,27,30,3,17,23,26,5,11,25,31,70.4,,,,,,
68,2,8,16,13,22,24,36,34,7,10,29,30,3,17,23,26,5,11,25,31,71.26666667,,,,,,
69,12,4,16,14,22,28,21,34,7,10,27,30,3,6,23,26,5,11,25,31,71.7,,,,,,
70,2,8,1,13,32,24,36,33,9,10,29,30,3,17,23,37,5,11,25,31,70.4,,,,,,
71,2,4,16,14,22,28,36,33,9,10,27,30,3,6,23,37,5,11,25,31,71.33333333,,,,,,
72,12,8,1,13,32,24,21,34,9,10,27,30,3,6,23,26,5,11,25,31,70.16666667,,,,,,
73,2,4,1,14,32,28,21,34,7,10,27,30,3,6,23,26,5,11,25,31,70.7,,,,,,
74,2,8,1,14,22,24,21,34,7,10,27,30,3,6,23,26,5,11,25,31,70.8,,,,,,
75,2,4,16,14,32,24,36,34,7,10,27,30,3,6,23,37,5,11,25,31,71.9,,,,,,
76,12,4,1,14,22,24,36,33,9,10,27,30,3,17,23,37,5,11,25,31,70.4,,,,,,
77,2,8,16,14,32,24,21,33,9,10,27,30,3,6,23,26,5,11,25,31,71.2,,,,,,
78,2,4,1,13,32,28,36,33,9,10,27,30,3,17,23,26,5,11,25,31,70.96666667,,,,,,
79,2,8,16,13,32,28,36,34,9,10,29,30,3,6,23,37,5,11,25,31,70.66666667,,,,,,
80,12,4,1,14,22,28,21,33,7,10,29,30,3,17,23,37,5,11,25,31,70.4,,,,,,
