1,1,7,3,21,27,23,2,4,22,24,65.83333333,,,,,,
2,1,7,6,21,29,26,2,8,22,28,64.8,,,,,,
3,1,7,17,21,30,37,2,4,22,28,67.63333333,,,,,,
4,1,9,3,21,29,37,2,8,22,24,64.46666667,,,,,,
5,1,9,6,21,27,23,2,8,22,28,64.56666667,,,,,,
6,1,9,17,21,30,26,2,8,22,24,66.3,,,,,,
7,1,10,3,21,30,23,2,8,22,28,65.7,,,,,,
8,1,10,6,21,27,37,2,4,22,24,65.86666667,,,,,,
9,1,10,17,21,29,23,2,4,22,24,65.4,,,,,,
10,1,7,3,21,29,26,2,4,25,28,67.43333333,,,,,,
11,1,7,6,21,27,37,2,8,25,24,68.16666667,,,,,,
12,1,7,17,21,30,23,2,8,25,28,67.03333333,,,,,,
13,1,9,3,21,27,26,2,8,25,28,66.96666667,,,,,,
14,1,9,6,21,29,23,2,4,25,24,67.9,,,,,,
15,1,9,17,21,27,37,2,4,25,28,68.06666667,,,,,,
16,1,10,3,21,30,37,2,4,25,24,67.86666667,,,,,,
17,1,10,6,21,29,26,2,8,25,24,68.2,,,,,,
18,1,10,17,21,27,26,2,4,25,24,68.73333333,,,,,,
19,1,7,3,21,30,26,2,8,31,24,67.43333333,,,,,,
20,1,7,6,21,29,23,2,4,31,28,67.2,,,,,,
21,1,7,17,21,27,26,2,4,31,28,67.93333333,,,,,,
22,1,9,3,21,30,23,2,4,31,28,66.13333333,,,,,,
23,1,9,6,21,30,37,2,8,31,28,66.4,,,,,,
24,1,9,17,21,29,26,2,8,31,28,66.43333333,,,,,,
25,1,10,3,21,27,37,2,8,31,28,67.2,,,,,,
26,1,10,6,21,30,26,2,4,31,28,68.03333333,,,,,,
27,1,10,17,21,30,23,2,8,31,24,65.36666667,,,,,,
28,1,7,3,21,29,37,2,4,32,24,66.53333333,,,,,,
29,1,7,6,21,30,23,2,8,32,24,64.76666667,,,,,,
30,1,7,17,21,27,23,2,4,32,28,66.5,,,,,,
31,1,9,3,21,27,37,2,4,32,24,66.43333333,,,,,,
32,1,9,6,21,29,26,2,4,32,28,66.46666667,,,,,,
33,1,9,17,21,30,37,2,8,32,24,66.8,,,,,,
34,1,10,3,21,29,23,2,8,32,28,64.86666667,,,,,,
35,1,10,6,21,27,26,2,8,32,28,65.23333333,,,,,,
36,1,10,17,21,29,37,2,4,32,28,66.46666667,,,,,,
37,1,7,3,21,29,23,5,8,22,24,65.03333333,,,,,,
38,1,7,6,21,27,26,5,4,22,24,65.36666667,,,,,,
39,1,7,17,21,30,23,5,4,22,24,66.4,,,,,,
40,1,9,3,21,27,37,5,4,22,28,64.6,,,,,,
41,1,9,6,21,29,37,5,4,22,24,65.9,,,,,,
42,1,9,17,21,27,26,5,8,22,28,63.73333333,,,,,,
43,1,10,3,21,30,26,5,4,22,28,67.56666667,,,,,,
44,1,10,6,21,29,23,5,8,22,28,65.73333333,,,,,,
45,1,10,17,21,27,37,5,8,22,24,64.9,,,,,,
46,1,7,3,21,30,37,5,8,25,28,68.06666667,,,,,,
47,1,7,6,21,29,37,5,4,25,28,68.1,,,,,,
48,1,7,17,21,27,23,5,8,25,24,67.3,,,,,,
49,1,9,3,21,29,26,5,4,25,24,68.43333333,,,,,,
50,1,9,6,21,30,23,5,8,25,24,66.7,,,,,,
51,1,9,17,21,30,26,5,4,25,28,68.2,,,,,,
52,1,10,3,21,27,23,5,4,25,28,68.3,,,,,,
53,1,10,6,21,30,37,5,8,25,28,69.13333333,,,,,,
54,1,10,17,21,29,26,5,8,25,28,68.36666667,,,,,,
55,1,7,3,21,27,26,5,8,31,28,67.8,,,,,,
56,1,7,6,21,30,23,5,4,31,24,67.06666667,,,,,,
57,1,7,17,21,29,37,5,8,31,24,66.93333333,,,,,,
58,1,9,3,21,29,23,5,8,31,28,67.23333333,,,,,,
59,1,9,6,21,27,26,5,4,31,24,67.73333333,,,,,,
60,1,9,17,21,30,37,5,4,31,24,68.13333333,,,,,,
61,1,10,3,21,29,37,5,4,31,24,68.46666667,,,,,,
62,1,10,6,21,27,23,5,8,31,24,68.66666667,,,,,,
63,1,10,17,21,30,26,5,8,31,24,68.9,,,,,,
64,1,7,3,21,27,37,5,8,32,24,65.9,,,,,,
65,1,7,6,21,29,26,5,8,32,24,65.03333333,,,,,,
66,1,7,17,21,30,26,5,4,32,28,67.5,,,,,,
67,1,9,3,21,30,23,5,4,32,24,66.56666667,,,,,,
68,1,9,6,21,27,23,5,4,32,28,66.03333333,,,,,,
69,1,9,17,21,29,23,5,8,32,24,64.5,,,,,,
70,1,10,3,21,27,26,5,4,32,24,66.73333333,,,,,,
71,1,10,6,21,30,23,5,4,32,28,68.06666667,,,,,,
72,1,10,17,21,27,23,5,8,32,28,66.3,,,,,,
73,1,7,3,21,30,37,11,8,22,24,67.7,,,,,,
74,1,7,6,21,29,37,11,4,22,28,65.36666667,,,,,,
75,1,7,17,21,27,26,11,8,22,24,64.16666667,,,,,,
76,1,9,3,21,29,26,11,4,22,28,65.43333333,,,,,,
77,1,9,6,21,30,23,11,4,22,24,66.4,,,,,,
78,1,9,17,21,29,37,11,8,22,28,64.43333333,,,,,,
79,1,10,3,21,27,23,11,8,22,24,65.2,,,,,,
80,1,10,6,21,30,26,11,8,22,28,67.16666667,,,,,,
81,1,10,17,21,30,37,11,4,22,24,68.53333333,,,,,,
82,1,7,3,21,27,37,11,4,25,28,68.43333333,,,,,,
83,1,7,6,21,30,26,11,4,25,24,68.36666667,,,,,,
84,1,7,17,21,29,23,11,4,25,24,68.43333333,,,,,,
85,1,9,3,21,30,37,11,8,25,24,68.2,,,,,,
86,1,9,6,21,27,26,11,8,25,28,66.93333333,,,,,,
87,1,9,17,21,29,26,11,4,25,24,68.3,,,,,,
88,1,10,3,21,29,37,11,8,25,28,67.96666667,,,,,,
89,1,10,6,21,27,23,11,4,25,24,68.46666667,,,,,,
90,1,10,17,21,30,23,11,8,25,28,67.43333333,,,,,,
91,1,7,3,21,29,26,11,8,31,24,67.76666667,,,,,,
92,1,7,6,21,27,37,11,8,31,28,67.1,,,,,,
93,1,7,17,21,30,23,11,4,31,28,67.43333333,,,,,,
94,1,9,3,21,27,23,11,4,31,24,68.2,,,,,,
95,1,9,6,21,29,37,11,4,31,24,67.86666667,,,,,,
96,1,9,17,21,27,37,11,8,31,24,66.86666667,,,,,,
97,1,10,3,21,30,26,11,4,31,24,68,,,,,,
98,1,10,6,21,29,23,11,8,31,28,66.73333333,,,,,,
99,1,10,17,21,29,26,11,4,31,28,68.26666667,,,,,,
100,1,7,3,21,30,23,11,8,32,28,66.26666667,,,,,,
101,1,7,6,21,27,23,11,4,32,24,66.56666667,,,,,,
102,1,7,17,21,29,37,11,8,32,28,64.63333333,,,,,,
103,1,9,3,21,29,23,11,4,32,28,65.76666667,,,,,,
104,1,9,6,21,30,26,11,8,32,24,66.86666667,,,,,,
105,1,9,17,21,27,26,11,4,32,28,65.86666667,,,,,,
106,1,10,3,21,27,37,11,4,32,28,65.56666667,,,,,,
107,1,10,6,21,29,37,11,8,32,24,66.23333333,,,,,,
108,1,10,17,21,30,26,11,8,32,24,67.83333333,,,,,,
109,1,7,3,21,27,26,12,8,22,28,64.6,,,,,,
110,1,7,6,21,30,37,12,8,22,24,66.33333333,,,,,,
111,1,7,17,21,29,26,12,4,22,24,66.4,,,,,,
112,1,9,3,21,30,23,12,4,22,28,66.3,,,,,,
113,1,9,6,21,27,37,12,4,22,28,65.06666667,,,,,,
114,1,9,17,21,29,23,12,8,22,28,64.8,,,,,,
115,1,10,3,21,29,37,12,4,22,28,64.33333333,,,,,,
116,1,10,6,21,27,26,12,8,22,24,64,,,,,,
117,1,10,17,21,30,26,12,4,22,28,67.03333333,,,,,,
118,1,7,3,21,29,23,12,8,25,24,67.7,,,,,,
119,1,7,6,21,27,23,12,4,25,28,67.8,,,,,,
120,1,7,17,21,30,37,12,4,25,24,68.43333333,,,,,,
121,1,9,3,21,27,37,12,8,25,24,67.86666667,,,,,,
122,1,9,6,21,29,26,12,8,25,28,66.66666667,,,,,,
123,1,9,17,21,30,23,12,8,25,24,65.66666667,,,,,,
124,1,10,3,21,30,26,12,8,25,24,67.33333333,,,,,,
125,1,10,6,21,29,37,12,4,25,24,68.4,,,,,,
126,1,10,17,21,27,37,12,8,25,28,67.26666667,,,,,,
127,1,7,3,21,30,37,12,4,31,28,67.46666667,,,,,,
128,1,7,6,21,29,26,12,4,31,24,67.9,,,,,,
129,1,7,17,21,27,23,12,8,31,28,67.23333333,,,,,,
130,1,9,3,21,29,26,12,4,31,28,66.6,,,,,,
131,1,9,6,21,30,23,12,8,31,24,64.5,,,,,,
132,1,9,17,21,27,26,12,4,31,24,67.83333333,,,,,,
133,1,10,3,21,27,23,12,4,31,24,67.56666667,,,,,,
134,1,10,6,21,30,37,12,4,31,28,67.6,,,,,,
135,1,10,17,21,29,37,12,8,31,24,67,,,,,,
136,1,7,3,21,27,23,12,4,32,28,66.83333333,,,,,,
137,1,7,6,21,29,37,12,8,32,28,65.2,,,,,,
138,1,7,17,21,30,23,12,8,32,24,65,,,,,,
139,1,9,3,21,29,37,12,8,32,28,65.43333333,,,,,,
140,1,9,6,21,27,26,12,8,32,24,64.9,,,,,,
141,1,9,17,21,30,26,12,4,32,24,67.43333333,,,,,,
142,1,10,3,21,30,37,12,8,32,24,67.63333333,,,,,,
143,1,10,6,21,27,23,12,8,32,28,65.26666667,,,,,,
144,1,10,17,21,29,26,12,8,32,28,65.1,,,,,,
145,1,7,3,33,29,23,2,4,22,28,65.7,,,,,,
146,1,7,6,33,27,26,2,4,22,28,64.76666667,,,,,,
147,1,7,17,33,30,26,2,8,22,28,66.23333333,,,,,,
148,1,9,3,33,27,26,2,4,22,24,64.2,,,,,,
149,1,9,6,33,29,37,2,8,22,28,64.53333333,,,,,,
150,1,9,17,33,27,23,2,4,22,24,66.03333333,,,,,,
151,1,10,3,33,30,37,2,4,22,28,67.16666667,,,,,,
152,1,10,6,33,29,23,2,4,22,24,65.56666667,,,,,,
153,1,10,17,33,27,37,2,8,22,28,64.26666667,,,,,,
154,1,7,3,33,30,23,2,4,25,24,67.93333333,,,,,,
155,1,7,6,33,29,37,2,4,25,24,67.93333333,,,,,,
156,1,7,17,33,27,26,2,8,25,24,67.76666667,,,,,,
157,1,9,3,33,29,23,2,8,25,28,67.73333333,,,,,,
158,1,9,6,33,30,26,2,4,25,28,65.4,,,,,,
159,1,9,17,33,30,37,2,8,25,24,65.16666667,,,,,,
160,1,10,3,33,27,23,2,8,25,24,68.5,,,,,,
161,1,10,6,33,30,23,2,8,25,28,67.66666667,,,,,,
162,1,10,17,33,29,26,2,4,25,28,69.1,,,,,,
163,1,7,3,33,27,37,2,4,31,24,67.4,,,,,,
164,1,7,6,33,30,37,2,8,31,24,65.93333333,,,,,,
165,1,7,17,33,29,23,2,8,31,24,66.86666667,,,,,,
166,1,9,3,33,29,26,2,8,31,24,67.3,,,,,,
167,1,9,6,33,27,23,2,4,31,28,67.66666667,,,,,,
168,1,9,17,33,30,26,2,4,31,24,66.93333333,,,,,,
169,1,10,3,33,29,37,2,8,31,28,67.2,,,,,,
170,1,10,6,33,27,26,2,8,31,24,67.8,,,,,,
171,1,10,17,33,30,37,2,4,31,28,67.16666667,,,,,,
