1,2,5,4,1,7,13,22,25,24,21,27,33,3,6,23,26,70.5,,,,,,
2,2,5,8,16,7,14,32,31,28,36,27,34,3,17,23,37,70.63333333,,,,,,
3,2,11,4,16,7,13,32,25,28,21,27,34,3,6,23,37,70.8,,,,,,
4,2,11,8,1,7,14,22,31,24,36,27,33,3,17,23,26,69.86666667,,,,,,
5,12,5,4,16,7,14,22,25,28,36,27,33,3,6,23,37,71.23333333,,,,,,
6,12,5,8,1,7,13,32,31,24,21,27,34,3,17,23,26,70.2,,,,,,
7,12,11,4,1,7,14,32,25,24,36,27,34,3,17,23,37,70.6,,,,,,
8,12,11,8,16,7,13,22,31,28,21,27,33,3,6,23,26,70.06666667,,,,,,
9,2,5,4,16,7,13,22,31,24,36,29,34,3,6,23,37,70.66666667,,,,,,
10,2,5,8,1,7,14,32,25,28,21,29,33,3,17,23,26,70,,,,,,
11,2,11,4,1,7,13,32,31,28,36,29,33,3,17,23,37,70.53333333,,,,,,
12,2,11,8,16,7,14,22,25,24,21,29,34,3,6,23,26,70.23333333,,,,,,
13,12,5,4,1,7,14,22,31,28,21,29,34,3,17,23,37,69.6,,,,,,
14,12,5,8,16,7,13,32,25,24,36,29,33,3,6,23,26,70.56666667,,,,,,
15,12,11,4,16,7,14,32,31,24,21,29,33,3,17,23,26,70.46666667,,,,,,
16,12,11,8,1,7,13,22,25,28,36,29,34,3,6,23,37,69.46666667,,,,,,
17,2,5,4,1,7,14,32,31,24,21,30,34,3,6,23,26,70.06666667,,,,,,
18,2,5,8,16,7,13,22,25,28,36,30,33,3,17,23,37,71.1,,,,,,
19,2,11,4,16,7,14,22,31,28,36,30,34,3,6,23,26,70.83333333,,,,,,
20,2,11,8,1,7,13,32,25,24,21,30,33,3,17,23,37,70.03333333,,,,,,
21,12,5,4,16,7,13,32,31,28,21,30,33,3,6,23,37,71.16666667,,,,,,
22,12,5,8,1,7,14,22,25,24,36,30,34,3,17,23,26,70.06666667,,,,,,
23,12,11,4,1,7,13,22,31,24,36,30,33,3,6,23,37,69.7,,,,,,
24,12,11,8,16,7,14,32,25,28,21,30,34,3,17,23,26,70.03333333,,,,,,
25,2,5,4,16,9,14,32,25,24,36,27,33,3,17,23,26,71.13333333,,,,,,
26,2,5,8,1,9,13,22,31,28,21,27,34,3,6,23,37,69.4,,,,,,
27,2,11,4,1,9,14,22,25,28,21,27,33,3,17,23,37,70.26666667,,,,,,
28,2,11,8,16,9,13,32,31,24,36,27,34,3,6,23,26,70.5,,,,,,
29,12,5,4,1,9,13,32,25,28,36,27,34,3,6,23,26,70.03333333,,,,,,
30,12,5,8,16,9,14,22,31,24,21,27,33,3,17,23,37,70.13333333,,,,,,
31,12,11,4,16,9,13,22,25,24,21,27,34,3,17,23,26,70.66666667,,,,,,
32,12,11,8,1,9,14,32,31,28,36,27,33,3,6,23,37,69.63333333,,,,,,
33,2,5,4,1,9,13,32,25,24,21,29,34,3,17,23,37,70.36666667,,,,,,
34,2,5,8,16,9,14,22,31,28,36,29,33,3,6,23,26,70.4,,,,,,
35,2,11,4,16,9,13,22,31,28,21,29,33,3,17,23,26,70.2,,,,,,
36,2,11,8,1,9,14,32,25,24,36,29,34,3,6,23,37,69.4,,,,,,
37,12,5,4,16,9,14,32,25,28,21,29,34,3,6,23,37,70.63333333,,,,,,
38,12,5,8,1,9,13,22,31,24,36,29,33,3,17,23,26,69.53333333,,,,,,
39,12,11,4,1,9,14,22,25,24,36,29,33,3,6,23,26,70,,,,,,
40,12,11,8,16,9,13,32,31,28,21,29,34,3,17,23,37,69.46666667,,,,,,
41,2,5,4,16,9,13,22,25,24,21,30,34,3,6,23,37,70.96666667,,,,,,
42,2,5,8,1,9,14,32,31,28,36,30,33,3,17,23,26,69.23333333,,,,,,
43,2,11,4,1,9,13,32,31,28,21,30,34,3,17,23,26,70.03333333,,,,,,
44,2,11,8,16,9,14,22,25,24,36,30,33,3,6,23,37,70.1,,,,,,
45,12,5,4,1,9,14,22,31,28,36,30,34,3,17,23,37,69.8,,,,,,
46,12,5,8,16,9,13,32,25,24,21,30,33,3,6,23,26,70.33333333,,,,,,
47,12,11,4,16,9,14,32,31,24,36,30,34,3,17,23,37,70.03333333,,,,,,
48,12,11,8,1,9,13,22,25,28,21,30,33,3,6,23,26,69.56666667,,,,,,
49,2,5,4,1,10,14,22,31,24,36,27,34,3,6,23,37,70.93333333,,,,,,
50,2,5,8,16,10,13,32,25,28,21,27,33,3,17,23,26,71.63333333,,,,,,
51,2,11,4,16,10,14,32,31,28,21,27,33,3,6,23,26,70.9,,,,,,
52,2,11,8,1,10,13,22,25,24,36,27,34,3,17,23,37,70.13333333,,,,,,
53,12,5,4,16,10,13,22,31,28,36,27,34,3,17,23,26,71.1,,,,,,
54,12,5,8,1,10,14,32,25,24,21,27,33,3,6,23,37,70.76666667,,,,,,
55,12,11,4,1,10,13,32,31,24,21,27,33,3,17,23,37,70.03333333,,,,,,
56,12,11,8,16,10,14,22,25,28,36,27,34,3,6,23,26,70.5,,,,,,
57,2,5,4,16,10,14,32,25,24,36,29,34,3,17,23,26,71.2,,,,,,
58,2,5,8,1,10,13,22,31,28,21,29,33,3,6,23,37,70.16666667,,,,,,
59,2,11,4,1,10,14,22,25,28,21,29,34,3,17,23,26,70.13333333,,,,,,
