1,12,11,8,16,14,3,32,31,28,36,34,23,9,10,29,30,69.03333333,,,,,,
2,2,5,4,1,13,3,22,25,24,21,33,26,7,10,27,30,70.83333333,,,,,,
3,12,5,8,1,14,3,22,31,24,36,33,37,9,10,27,30,69.7,,,,,,
4,2,11,4,16,13,6,32,25,28,21,34,23,7,10,29,30,70.73333333,,,,,,
5,12,5,8,16,14,6,22,25,28,36,33,26,7,10,29,30,70.8,,,,,,
6,2,11,4,1,14,6,32,31,24,21,34,37,9,10,27,30,69.56666667,,,,,,
7,12,5,4,1,13,17,22,31,28,36,34,23,7,10,27,30,69.83333333,,,,,,
8,2,11,8,16,13,17,32,25,24,21,33,26,9,10,29,30,70.16666667,,,,,,
9,12,11,8,16,14,17,22,25,28,21,33,37,7,10,27,30,70.26666667,,,,,,
10,2,5,4,1,13,17,32,25,28,36,34,37,9,10,29,30,70.36666667,,,,,,
11,2,5,4,1,13,17,22,31,28,21,34,26,7,10,29,30,69.43333333,,,,,,
12,2,5,8,1,13,17,22,31,24,36,33,23,9,10,29,30,69.5,,,,,,
,,,,,,,,,,,,,,,,,,Max,Min ,Range ,Average ,SD,Coeff. Var. 
,,,,,,,,,,,,,,,,,,70.83333333,69.03333333,1.8,70.01944444,0.570973557,0.0081545
