1,2,5,4,1,13,3,22,25,24,21,33,23,7,10,27,30,70.8,,,,,,
2,2,5,8,16,14,3,32,31,28,36,34,23,9,10,29,30,69.83333333,,,,,,
3,2,11,4,16,13,3,32,25,28,21,34,23,7,10,29,30,70.73333333,,,,,,
4,2,11,8,1,14,3,22,31,24,36,33,23,9,10,27,30,69.5,,,,,,
5,12,5,4,16,14,3,22,25,28,36,33,23,7,10,29,30,70.86666667,,,,,,
6,12,5,8,1,13,3,32,31,24,21,34,23,9,10,27,30,69.76666667,,,,,,
7,12,11,4,1,14,3,32,25,24,36,34,23,9,10,29,30,68.73333333,,,,,,
8,12,11,8,16,13,3,22,31,28,21,33,23,7,10,27,30,70.3,,,,,,
9,2,5,4,16,13,3,22,31,24,36,34,26,7,10,29,30,70.73333333,,,,,,
10,2,5,8,1,14,3,32,25,28,21,33,26,9,10,27,30,70.13333333,,,,,,
11,2,11,4,1,13,3,32,31,28,36,33,26,9,10,29,30,69.76666667,,,,,,
12,2,11,8,16,14,3,22,25,24,21,34,26,7,10,27,30,70.43333333,,,,,,
13,12,5,4,1,14,3,22,31,28,21,34,26,9,10,29,30,69.1,,,,,,
14,12,5,8,16,13,3,32,25,24,36,33,26,7,10,27,30,71.2,,,,,,
15,12,11,4,16,14,3,32,31,24,21,33,26,9,10,27,30,69.9,,,,,,
16,12,11,8,1,13,3,22,25,28,36,34,26,7,10,29,30,69.36666667,,,,,,
17,2,5,4,1,14,3,32,31,24,21,34,37,7,10,27,30,70.73333333,,,,,,
18,2,5,8,16,13,3,22,25,28,36,33,37,9,10,29,30,70.66666667,,,,,,
19,2,11,4,16,14,3,22,31,28,36,34,37,7,10,27,30,70.06666667,,,,,,
20,2,11,8,1,13,3,32,25,24,21,33,37,9,10,29,30,69.76666667,,,,,,
21,12,5,4,16,13,3,32,31,28,21,33,37,7,10,29,30,70.8,,,,,,
22,12,5,8,1,14,3,22,25,24,36,34,37,9,10,27,30,70.23333333,,,,,,
23,12,11,4,1,13,3,22,31,24,36,33,37,7,10,29,30,69.16666667,,,,,,
24,12,11,8,16,14,3,32,25,28,21,34,37,9,10,27,30,70.1,,,,,,
