1,2,5,4,1,13,3,22,25,24,21,33,23,7,10,27,30,70.8,,,,,,
2,12,11,8,16,14,3,32,31,28,36,34,23,9,10,29,30,69.03333333,,,,,,
3,2,11,4,16,13,3,32,25,28,21,34,26,7,10,29,30,70.46666667,,,,,,
4,12,5,8,1,14,3,22,31,24,36,33,26,9,10,27,30,69.7,,,,,,
5,2,5,8,16,13,3,22,31,28,21,33,37,9,10,29,30,70.23333333,,,,,,
6,12,11,4,1,14,3,32,25,24,36,34,37,7,10,27,30,70.2,,,,,,
7,2,11,8,1,13,6,32,31,24,36,33,23,7,10,29,30,69.6,,,,,,
8,12,5,4,16,14,6,22,25,28,21,34,23,9,10,27,30,70.56666667,,,,,,
9,2,5,4,1,14,6,32,31,28,21,33,26,7,10,27,30,70.43333333,,,,,,
10,12,11,8,16,13,6,22,25,24,36,34,26,9,10,29,30,69.6,,,,,,
11,2,11,4,16,14,6,22,31,24,21,34,37,7,10,29,30,70.13333333,,,,,,
12,12,5,8,1,13,6,32,25,28,36,33,37,9,10,27,30,70.3,,,,,,
13,2,5,8,16,14,17,32,25,24,21,34,23,7,10,27,30,71,,,,,,
14,12,11,4,1,13,17,22,31,28,36,33,23,9,10,29,30,68.6,,,,,,
15,2,11,8,1,13,17,32,31,24,21,34,26,9,10,27,30,69.6,,,,,,
16,12,5,4,16,14,17,22,25,28,36,33,26,7,10,29,30,71.06666667,,,,,,
17,2,5,4,1,13,17,22,25,24,36,34,37,9,10,29,30,70.23333333,,,,,,
18,12,11,8,16,14,17,32,31,28,21,33,37,7,10,27,30,69.76666667,,,,,,
19,12,11,8,16,13,17,22,25,24,21,33,23,7,10,29,30,70.13333333,,,,,,
20,2,5,4,1,14,17,32,31,28,36,34,23,9,10,27,30,70.26666667,,,,,,
21,12,5,4,16,13,6,32,31,24,21,33,26,7,10,27,30,71.23333333,,,,,,
22,12,11,8,16,13,3,22,25,24,36,34,37,9,10,27,30,70.03333333,,,,,,
23,2,5,8,1,14,6,32,25,28,21,34,37,7,10,29,30,70.03333333,,,,,,
24,2,11,8,1,14,3,22,25,28,36,33,26,7,10,29,30,69.53333333,,,,,,
25,2,11,4,1,14,6,22,31,28,36,33,37,9,10,27,30,69.6,,,,,,
26,12,5,4,1,14,3,32,31,24,21,33,23,9,10,29,30,69.43333333,,,,,,
27,2,11,8,16,13,17,22,25,24,36,33,23,9,10,27,30,69.93333333,,,,,,
28,12,5,4,1,14,17,22,25,28,21,34,26,9,10,27,30,70.03333333,,,,,,
29,12,5,8,1,13,3,32,31,28,36,34,26,7,10,29,30,69.7,,,,,,
30,12,5,8,1,13,17,32,31,24,36,33,37,7,10,29,30,69.63333333,,,,,,
31,12,11,8,16,13,3,32,31,28,21,34,23,7,10,27,30,70.03333333,,,,,,
,,,,,,,,,,,,,,,,,,Max,Min ,Range ,Average ,SD,Coeff. Var. 
,,,,,,,,,,,,,,,,,,71.23333333,68.6,2.63333333,70.03010753,0.562084883,0.008026332
