1,4,13,24,33,7,10,27,30,3,6,23,26,5,11,25,31,1,16,21,36,2,12,22,32,71.7,,,,,,
2,4,13,24,34,9,10,29,30,3,17,23,37,5,11,25,31,1,16,21,36,2,12,22,32,71.36666667,,,,,,
3,4,13,28,33,9,10,27,30,3,17,23,26,5,11,25,31,1,16,21,36,2,12,22,32,71.7,,,,,,
4,4,13,28,34,7,10,29,30,3,6,23,37,5,11,25,31,1,16,21,36,2,12,22,32,71.3,,,,,,
5,4,14,24,33,9,10,29,30,3,6,23,26,5,11,25,31,1,16,21,36,2,12,22,32,71.53333333,,,,,,
6,4,14,24,34,7,10,27,30,3,17,23,37,5,11,25,31,1,16,21,36,2,12,22,32,71.86666667,,,,,,
7,4,14,28,33,7,10,29,30,3,17,23,26,5,11,25,31,1,16,21,36,2,12,22,32,71.46666667,,,,,,
8,4,14,28,34,9,10,27,30,3,6,23,37,5,11,25,31,1,16,21,36,2,12,22,32,71.53333333,,,,,,
9,8,13,24,33,9,10,27,30,3,6,23,37,5,11,25,31,1,16,21,36,2,12,22,32,70.96666667,,,,,,
10,8,13,24,34,7,10,29,30,3,17,23,26,5,11,25,31,1,16,21,36,2,12,22,32,70.93333333,,,,,,
11,8,13,28,33,7,10,27,30,3,17,23,37,5,11,25,31,1,16,21,36,2,12,22,32,71.3,,,,,,
12,8,13,28,34,9,10,29,30,3,6,23,26,5,11,25,31,1,16,21,36,2,12,22,32,70.56666667,,,,,,
13,8,14,24,33,7,10,29,30,3,6,23,37,5,11,25,31,1,16,21,36,2,12,22,32,70.63333333,,,,,,
14,8,14,24,34,9,10,27,30,3,17,23,26,5,11,25,31,1,16,21,36,2,12,22,32,70.8,,,,,,
15,8,14,28,33,9,10,29,30,3,17,23,37,5,11,25,31,1,16,21,36,2,12,22,32,70.46666667,,,,,,
16,8,14,28,34,7,10,27,30,3,6,23,26,5,11,25,31,1,16,21,36,2,12,22,32,70.86666667,,,,,,
17,8,14,24,33,7,10,27,30,3,17,23,26,5,11,25,31,1,16,21,36,2,12,22,32,70.9,,,,,,
18,4,13,24,34,7,10,27,30,3,6,23,26,5,11,25,31,1,16,21,36,2,12,22,32,71.83333333,,,,,,
19,8,14,28,33,9,10,27,30,3,6,23,26,5,11,25,31,1,16,21,36,2,12,22,32,70.76666667,,,,,,
20,8,13,28,34,9,10,27,30,3,17,23,37,5,11,25,31,1,16,21,36,2,12,22,32,70.83333333,,,,,,
21,4,13,24,33,7,10,29,30,3,17,23,37,5,11,25,31,1,16,21,36,2,12,22,32,71.66666667,,,,,,
22,4,14,24,34,7,10,29,30,3,6,23,37,5,11,25,31,1,16,21,36,2,12,22,32,71.43333333,,,,,,
23,4,13,28,33,9,10,29,30,3,6,23,37,5,11,25,31,1,16,21,36,2,12,22,32,71.56666667,,,,,,
24,8,14,28,34,9,10,29,30,3,17,23,26,5,11,25,31,1,16,21,36,2,12,22,32,70.43333333,,,,,,
25,4,14,28,33,7,10,27,30,3,6,23,37,5,11,25,31,1,16,21,36,2,12,22,32,71.73333333,,,,,,
26,4,14,24,34,9,10,27,30,3,6,23,26,5,11,25,31,1,16,21,36,2,12,22,32,71.9,,,,,,
27,8,13,28,33,7,10,29,30,3,17,23,26,5,11,25,31,1,16,21,36,2,12,22,32,70.9,,,,,,
28,8,14,24,33,9,10,29,30,3,17,23,37,5,11,25,31,1,16,21,36,2,12,22,32,70.56666667,,,,,,
29,4,14,28,34,7,10,27,30,3,17,23,26,5,11,25,31,1,16,21,36,2,12,22,32,71.66666667,,,,,,
30,8,13,28,34,7,10,27,30,3,6,23,37,5,11,25,31,1,16,21,36,2,12,22,32,71.1,,,,,,
31,8,13,24,34,7,10,29,30,3,6,23,37,5,11,25,31,1,16,21,36,2,12,22,32,70.93333333,,,,,,
32,4,14,28,34,7,10,29,30,3,6,23,26,5,11,25,31,1,16,21,36,2,12,22,32,71.16666667,,,,,,
33,4,13,24,34,9,10,27,30,3,17,23,26,5,11,25,31,1,16,21,36,2,12,22,32,71.66666667,,,,,,
34,4,14,28,33,9,10,27,30,3,17,23,37,5,11,25,31,1,16,21,36,2,12,22,32,71.73333333,,,,,,
35,8,13,24,34,9,10,27,30,3,6,23,26,5,11,25,31,1,16,21,36,2,12,22,32,71,,,,,,
36,4,13,24,33,7,10,29,30,3,6,23,26,5,11,25,31,1,16,21,36,2,12,22,32,71.66666667,,,,,,
37,4,13,24,34,9,10,27,30,3,17,23,37,5,11,25,31,1,16,21,36,2,12,22,32,71.66666667,,,,,,
38,8,14,24,34,9,10,27,30,3,17,23,37,5,11,25,31,1,16,21,36,2,12,22,32,70.8,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Max,Min ,Range ,Average ,SD,Coeff. Var. 
,,,,,,,,,,,,,,,,,,,,,,,,,,71.9,70.43333333,1.46666667,71.23508772,0.441485224,0.006197581
